employment_history_id,employee_id,employment_start_date,employment_end_date,employment_status,employment_type,position,career_level,start_reason,end_reason,assignment_status
EMPLOY001180,DUD101180,2025-07-21,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001181,DUD101181,2021-01-17,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001182,DUD101182,2025-01-24,2026-07-20,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Awaiting Assignment
EMPLOY001183,DUD101183,2022-04-27,2023-03-08,Inactive,Full-time,Senior Trainer,5,Initial Hire,Relocation,Assigned
EMPLOY001184,DUD101184,2025-06-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001185,DUD101185,2021-11-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001186,DUD101186,2025-05-05,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001187,DUD101187,2024-03-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001188,DUD101188,2025-09-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001189,DUD101189,2024-07-14,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001190,DUD101190,2022-12-15,,Active,Full-time,Senior Trainer,5,Initial Hire,,Awaiting Assignment
EMPLOY001191,DUD101191,2023-03-26,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001192,DUD101192,2022-11-24,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001193,DUD101193,2021-01-07,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001194,DUD101194,2025-01-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001195,DUD101195,2021-05-31,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001196,DUD101196,2023-12-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001197,DUD101197,2026-02-14,2026-09-16,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Contract End,Assigned
EMPLOY001198,DUD101198,2025-01-27,2025-10-30,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Assigned
EMPLOY001199,DUD101199,2021-09-22,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001200,DUD101200,2023-11-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001201,DUD101201,2024-02-04,2025-08-23,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Awaiting Assignment
EMPLOY001202,DUD101202,2021-03-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001203,DUD101203,2024-10-14,2026-04-24,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Contract End,Assigned
EMPLOY001204,DUD101204,2024-06-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001205,DUD101205,2024-12-14,2026-11-09,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY001206,DUD101206,2023-08-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001207,DUD101207,2025-12-24,2026-10-14,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,Assigned
EMPLOY001208,DUD101208,2024-04-26,2026-08-28,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Assigned
EMPLOY001209,DUD101209,2021-04-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001210,DUD101210,2023-07-24,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001211,DUD101211,2024-03-22,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001212,DUD101212,2022-07-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001213,DUD101213,2021-01-21,2023-06-15,Inactive,Full-time,Lead Trainer,6,Initial Hire,Voluntary Resignation,Assigned
EMPLOY001214,DUD101214,2023-09-29,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001215,DUD101215,2025-03-23,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001216,DUD101216,2022-11-11,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001217,DUD101217,2025-11-25,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001218,DUD101218,2025-11-07,2027-01-11,Inactive,Full-time,Lead Trainer,6,Initial Hire,Personal Reasons,Assigned
EMPLOY001219,DUD101219,2022-09-29,2023-02-23,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY001220,DUD101220,2025-09-04,2026-07-15,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY001221,DUD101221,2025-06-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001222,DUD101222,2025-03-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001223,DUD101223,2023-03-02,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001224,DUD101224,2021-05-28,2023-10-01,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY001225,DUD101225,2022-02-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001226,DUD101226,2022-04-15,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001227,DUD101227,2021-03-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001228,DUD101228,2021-11-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001229,DUD101229,2024-07-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001230,DUD101230,2023-06-20,2024-04-23,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Contract End,Assigned
EMPLOY001231,DUD101231,2023-08-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001232,DUD101232,2024-01-28,2025-07-18,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Assigned
EMPLOY001233,DUD101233,2021-05-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001234,DUD101234,2021-02-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001235,DUD101235,2021-01-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001236,DUD101236,2026-01-15,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001237,DUD101237,2025-06-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001238,DUD101238,2026-05-16,2028-07-16,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Awaiting Assignment
EMPLOY001239,DUD101239,2023-03-05,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY001240,DUD101240,2026-07-21,2028-03-19,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Awaiting Assignment
EMPLOY001241,DUD101241,2025-05-29,2027-03-13,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Relocation,Assigned
EMPLOY001242,DUD101242,2022-12-09,2025-05-22,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY001243,DUD101243,2022-05-31,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY001244,DUD101244,2026-04-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001245,DUD101245,2021-08-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001246,DUD101246,2023-10-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001247,DUD101247,2021-11-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001248,DUD101248,2025-09-13,2027-03-08,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,Awaiting Assignment
EMPLOY001249,DUD101249,2022-03-28,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001250,DUD101250,2023-06-21,2024-08-01,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY001251,DUD101251,2022-05-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001252,DUD101252,2024-12-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001253,DUD101253,2021-01-14,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001254,DUD101254,2024-01-15,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY001255,DUD101255,2025-03-12,2027-08-07,Inactive,Full-time,Senior Teacher,3,Initial Hire,Personal Reasons,Assigned
EMPLOY001256,DUD101256,2024-07-25,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001257,DUD101257,2024-02-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001258,DUD101258,2022-06-10,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY001259,DUD101259,2023-08-01,2025-12-18,Inactive,Full-time,Trainer,4,Initial Hire,Relocation,Assigned
EMPLOY001260,DUD101260,2022-06-17,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001261,DUD101261,2021-10-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001262,DUD101262,2024-10-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001263,DUD101263,2023-05-31,2024-09-10,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Awaiting Assignment
EMPLOY001264,DUD101264,2023-04-09,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001265,DUD101265,2021-02-17,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY001266,DUD101266,2021-01-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001267,DUD101267,2022-10-15,2024-01-23,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY001268,DUD101268,2022-04-27,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY001269,DUD101269,2022-12-07,2024-09-02,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Awaiting Assignment
EMPLOY001270,DUD101270,2021-05-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001271,DUD101271,2025-03-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001272,DUD101272,2023-05-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001273,DUD101273,2021-02-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001274,DUD101274,2026-06-13,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001275,DUD101275,2023-10-26,2024-10-31,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY001276,DUD101276,2025-01-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001277,DUD101277,2024-11-07,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001278,DUD101278,2025-07-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001279,DUD101279,2026-07-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001280,DUD101280,2021-08-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001281,DUD101281,2024-04-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001282,DUD101282,2025-07-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001283,DUD101283,2026-07-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001284,DUD101284,2026-03-11,2027-09-04,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Career Change,Assigned
EMPLOY001285,DUD101285,2021-11-20,2022-09-05,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY001286,DUD101286,2022-10-19,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001287,DUD101287,2026-03-20,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001288,DUD101288,2024-07-11,2025-07-19,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Contract End,Assigned
EMPLOY001289,DUD101289,2024-03-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001290,DUD101290,2026-07-03,2027-10-13,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY001291,DUD101291,2025-12-24,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001292,DUD101292,2024-12-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001293,DUD101293,2025-04-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001294,DUD101294,2023-05-14,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY001295,DUD101295,2024-05-24,2026-08-27,Inactive,Full-time,Trainer,4,Initial Hire,Voluntary Resignation,Assigned
EMPLOY001296,DUD101296,2024-08-19,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001297,DUD101297,2022-06-30,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001298,DUD101298,2023-07-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001299,DUD101299,2025-12-26,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001300,DUD101300,2025-10-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001301,DUD101301,2022-08-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001302,DUD101302,2023-01-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001303,DUD101303,2021-06-22,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001304,DUD101304,2022-03-11,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY001305,DUD101305,2022-01-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001306,DUD101306,2025-10-16,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001307,DUD101307,2023-12-03,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001308,DUD101308,2023-04-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001309,DUD101309,2021-01-05,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001310,DUD101310,2025-11-18,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001311,DUD101311,2025-07-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001312,DUD101312,2026-04-01,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001313,DUD101313,2025-11-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001314,DUD101314,2021-06-17,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001315,DUD101315,2026-06-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001316,DUD101316,2025-05-25,,Active,Full-time,Senior Trainer,5,Initial Hire,,Awaiting Assignment
EMPLOY001317,DUD101317,2026-06-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001318,DUD101318,2021-07-08,2022-11-30,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY001319,DUD101319,2021-12-21,2023-01-04,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Awaiting Assignment
EMPLOY001320,DUD101320,2024-01-19,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001321,DUD101321,2022-12-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001322,DUD101322,2026-02-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001323,DUD101323,2024-03-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001324,DUD101324,2022-05-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001325,DUD101325,2022-02-02,2023-04-08,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Career Change,Assigned
EMPLOY001326,DUD101326,2026-02-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001327,DUD101327,2024-05-09,2025-05-20,Inactive,Full-time,Senior Trainer,5,Initial Hire,Relocation,Assigned
EMPLOY001328,DUD101328,2024-10-23,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001329,DUD101329,2021-10-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001330,DUD101330,2022-09-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001331,DUD101331,2025-06-16,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001332,DUD101332,2026-01-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001333,DUD101333,2025-05-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001334,DUD101334,2026-06-10,2027-03-21,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Assigned
EMPLOY001335,DUD101335,2024-11-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001336,DUD101336,2023-03-28,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY001337,DUD101337,2025-02-03,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001338,DUD101338,2026-02-17,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001339,DUD101339,2021-08-13,,Active,Full-time,Lead Trainer,6,Initial Hire,,Awaiting Assignment
EMPLOY001340,DUD101340,2023-09-18,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001341,DUD101341,2023-03-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001342,DUD101342,2026-01-09,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001343,DUD101343,2024-01-17,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001344,DUD101344,2022-09-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001345,DUD101345,2021-05-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001346,DUD101346,2024-03-23,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY001347,DUD101347,2023-07-07,2024-02-08,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,Assigned
EMPLOY001348,DUD101348,2021-10-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001349,DUD101349,2025-05-26,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001350,DUD101350,2025-03-04,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001351,DUD101351,2024-09-25,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY001352,DUD101352,2025-10-31,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001353,DUD101353,2024-04-18,2025-12-14,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY001354,DUD101354,2026-02-11,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001355,DUD101355,2024-02-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001356,DUD101356,2025-08-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001357,DUD101357,2025-05-21,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001358,DUD101358,2025-04-27,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001359,DUD101359,2026-03-24,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001360,DUD101360,2023-08-22,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001361,DUD101361,2022-08-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001362,DUD101362,2021-09-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001363,DUD101363,2023-01-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001364,DUD101364,2021-08-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001365,DUD101365,2025-05-04,2027-09-30,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Awaiting Assignment
EMPLOY001366,DUD101366,2023-05-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001367,DUD101367,2023-01-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001368,DUD101368,2026-07-14,2028-05-12,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Assigned
EMPLOY001369,DUD101369,2022-01-09,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001370,DUD101370,2024-06-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001371,DUD101371,2025-04-24,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY001372,DUD101372,2024-04-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001373,DUD101373,2023-04-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001374,DUD101374,2022-11-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001375,DUD101375,2025-12-07,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001376,DUD101376,2025-06-10,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001377,DUD101377,2022-02-18,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001378,DUD101378,2022-02-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001379,DUD101379,2025-03-17,2027-03-13,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,Assigned
EMPLOY001380,DUD101380,2023-05-18,,Active,Full-time,Lead Trainer,6,Initial Hire,,Awaiting Assignment
EMPLOY001381,DUD101381,2021-06-12,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001382,DUD101382,2022-04-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001383,DUD101383,2026-06-25,2028-05-24,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,Assigned
EMPLOY001384,DUD101384,2021-09-20,2022-01-30,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,Assigned
EMPLOY001385,DUD101385,2025-07-16,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001386,DUD101386,2025-09-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001387,DUD101387,2025-08-15,2027-10-09,Inactive,Full-time,Trainer,4,Initial Hire,Contract End,Assigned
EMPLOY001388,DUD101388,2021-09-08,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001389,DUD101389,2021-03-28,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001390,DUD101390,2024-08-13,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001391,DUD101391,2021-10-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001392,DUD101392,2026-02-06,2027-05-07,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY001393,DUD101393,2024-12-09,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001394,DUD101394,2025-02-13,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001395,DUD101395,2025-12-22,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001396,DUD101396,2021-04-03,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001397,DUD101397,2021-11-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001398,DUD101398,2026-05-10,2028-07-24,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Assigned
EMPLOY001399,DUD101399,2026-04-03,2028-03-02,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Awaiting Assignment
EMPLOY001400,DUD101400,2022-05-07,2024-03-04,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Awaiting Assignment
EMPLOY001401,DUD101401,2021-10-27,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001402,DUD101402,2026-06-23,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001403,DUD101403,2026-07-26,2027-01-14,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Relocation,Awaiting Assignment
EMPLOY001404,DUD101404,2022-01-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001405,DUD101405,2021-06-06,2022-12-27,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY001406,DUD101406,2021-09-10,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001407,DUD101407,2025-04-11,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY001408,DUD101408,2025-06-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001409,DUD101409,2026-03-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001410,DUD101410,2021-10-30,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001411,DUD101411,2026-04-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001412,DUD101412,2024-07-27,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001413,DUD101413,2021-09-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001414,DUD101414,2022-09-04,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
