training_record_id,employee_id,training_date,training_type,delivery_mode,trainer_employee_id,completion_status,result,training_notes
TRN001008,DUD100067,2019-08-07,Orientation,In Person,DUD100817,Completed,Passed,Initial training completed
TRN001009,DUD100067,2019-08-14,On-the-Job Training,In Person,DUD100722,Completed,Passed,Two-week initial training
TRN001010,DUD100067,2019-10-17,General Zoom Training,Zoom,DUD100012,Completed,Passed,Reinforced lesson preparation
TRN001011,DUD100067,2020-01-18,General Zoom Training,Zoom,DUD101057,Completed,Passed,Teaching ideas and classroom techniques
TRN001012,DUD100067,2020-04-11,General Zoom Training,Zoom,DUD100062,Completed,Passed,Reinforced communication and professionalism
TRN001038,DUD100067,2020-05-04,Trainer School Visit,In Person,DUD100090,Completed,Passed,Performance observation and client-service support
TRN001013,DUD100067,2020-06-19,General Zoom Training,Zoom,DUD100227,Completed,Passed,Reinforced lesson preparation
TRN001014,DUD100067,2020-09-12,General Zoom Training,Zoom,DUD100473,Completed,Passed,Teaching ideas and classroom techniques
TRN001015,DUD100067,2020-11-29,General Zoom Training,Zoom,DUD100896,Completed,Passed,Reinforced communication and professionalism
TRN001016,DUD100067,2021-02-03,General Zoom Training,Zoom,DUD101425,Completed,Passed,Reinforced communication and professionalism
TRN001017,DUD100067,2021-05-02,General Zoom Training,Zoom,DUD100062,Completed,Passed,Reinforced lesson preparation
TRN001018,DUD100067,2021-07-18,General Zoom Training,Zoom,DUD100312,Completed,Passed,General teaching skills refresher
TRN001039,DUD100067,2021-09-07,Performance Improvement Training,In Person,DUD100522,Completed,Passed,Additional support following performance review
TRN001019,DUD100067,2021-09-22,General Zoom Training,Zoom,DUD100898,Completed,Passed,Reinforced classroom management
TRN001020,DUD100067,2021-12-14,General Zoom Training,Zoom,DUD100335,Completed,Passed,Reinforced communication and professionalism
TRN001021,DUD100067,2022-03-11,General Zoom Training,Zoom,DUD100519,Completed,Passed,Reinforced classroom management
TRN001022,DUD100067,2022-05-25,General Zoom Training,Zoom,DUD100978,Completed,Passed,Reinforced communication and professionalism
TRN001023,DUD100067,2022-10-18,General Zoom Training,Zoom,DUD101294,Completed,Passed,Reinforced lesson preparation
TRN001024,DUD100067,2023-01-06,General Zoom Training,Zoom,DUD101449,Completed,Passed,Reinforced communication and professionalism
TRN001025,DUD100067,2023-04-01,General Zoom Training,Zoom,DUD100650,Completed,Passed,General teaching skills refresher
TRN001026,DUD100067,2023-06-17,General Zoom Training,Zoom,DUD100765,Completed,Passed,General teaching skills refresher
TRN001027,DUD100067,2023-09-10,General Zoom Training,Zoom,DUD100330,Completed,Passed,Teaching ideas and classroom techniques
TRN001028,DUD100067,2023-11-11,General Zoom Training,Zoom,DUD101190,Completed,Passed,General teaching skills refresher
TRN001029,DUD100067,2024-02-11,General Zoom Training,Zoom,DUD100457,Completed,Passed,General teaching skills refresher
TRN001030,DUD100067,2024-05-02,General Zoom Training,Zoom,DUD101120,Completed,Passed,Reinforced lesson preparation
TRN001031,DUD100067,2024-07-11,General Zoom Training,Zoom,DUD101122,Completed,Passed,Reinforced classroom management
TRN001032,DUD100067,2024-09-30,General Zoom Training,Zoom,DUD100963,Completed,Passed,General teaching skills refresher
TRN001033,DUD100067,2024-12-15,General Zoom Training,Zoom,DUD100382,Completed,Passed,Reinforced communication and professionalism
TRN001034,DUD100067,2025-03-12,General Zoom Training,Zoom,DUD101402,Completed,Passed,Teaching ideas and classroom techniques
TRN001035,DUD100067,2025-08-13,General Zoom Training,Zoom,DUD101176,Completed,Passed,Reinforced lesson preparation
TRN001036,DUD100067,2025-11-16,General Zoom Training,Zoom,DUD100525,Completed,Passed,Teaching ideas and classroom techniques
TRN001037,DUD100067,2026-02-04,General Zoom Training,Zoom,DUD101316,Completed,Passed,Teaching ideas and classroom techniques
TRN001040,DUD100068,2019-08-26,Orientation,In Person,DUD100934,Completed,Passed,Initial training completed
TRN001041,DUD100068,2019-09-02,On-the-Job Training,In Person,DUD100934,Completed,Passed,Two-week initial training
TRN001042,DUD100068,2020-01-25,General Zoom Training,Zoom,DUD101114,Completed,Passed,Reinforced classroom management
TRN001043,DUD100068,2020-04-09,General Zoom Training,Zoom,DUD101267,Completed,Passed,Reinforced lesson preparation
TRN001044,DUD100068,2020-09-29,General Zoom Training,Zoom,DUD100644,Completed,Passed,General teaching skills refresher
TRN001045,DUD100068,2021-09-25,General Zoom Training,Zoom,DUD100330,Completed,Passed,Reinforced communication and professionalism
TRN001046,DUD100068,2021-12-09,General Zoom Training,Zoom,DUD100808,Completed,Passed,Reinforced communication and professionalism
TRN001047,DUD100068,2022-02-25,General Zoom Training,Zoom,DUD101402,Completed,Passed,General teaching skills refresher
TRN001048,DUD100068,2022-08-09,General Zoom Training,Zoom,DUD100823,Completed,Passed,Reinforced communication and professionalism
TRN001049,DUD100068,2022-10-31,General Zoom Training,Zoom,DUD101088,Completed,Passed,Reinforced lesson preparation
TRN001050,DUD100068,2023-01-07,General Zoom Training,Zoom,DUD101355,Completed,Passed,Reinforced communication and professionalism
TRN001051,DUD100068,2023-03-08,General Zoom Training,Zoom,DUD100482,Completed,Passed,Reinforced classroom management
TRN001052,DUD100068,2023-05-16,General Zoom Training,Zoom,DUD100984,Completed,Passed,Reinforced lesson preparation
TRN001053,DUD100068,2023-10-18,General Zoom Training,Zoom,DUD100297,Completed,Passed,Reinforced lesson preparation
TRN001054,DUD100068,2023-12-20,General Zoom Training,Zoom,DUD100012,Completed,Passed,Teaching ideas and classroom techniques
TRN001055,DUD100068,2024-02-28,General Zoom Training,Zoom,DUD101366,Completed,Passed,General teaching skills refresher
TRN001056,DUD100068,2024-07-15,General Zoom Training,Zoom,DUD100597,Completed,Passed,Reinforced lesson preparation
TRN001057,DUD100068,2024-09-27,General Zoom Training,Zoom,DUD100415,Completed,Passed,Reinforced lesson preparation
TRN001058,DUD100068,2024-12-31,General Zoom Training,Zoom,DUD100898,Completed,Passed,Reinforced classroom management
TRN001059,DUD100068,2025-03-17,General Zoom Training,Zoom,DUD100227,Completed,Passed,Reinforced lesson preparation
TRN001060,DUD100068,2025-05-16,General Zoom Training,Zoom,DUD101425,Completed,Passed,Teaching ideas and classroom techniques
TRN001061,DUD100068,2025-07-26,General Zoom Training,Zoom,DUD101054,Completed,Passed,Reinforced communication and professionalism
TRN001062,DUD100068,2025-10-05,General Zoom Training,Zoom,DUD100896,Completed,Passed,Teaching ideas and classroom techniques
TRN001063,DUD100068,2026-01-08,General Zoom Training,Zoom,DUD100220,Completed,Passed,Reinforced classroom management
TRN001064,DUD100068,2026-03-23,General Zoom Training,Zoom,DUD100963,Completed,Passed,General teaching skills refresher
TRN001065,DUD100069,2020-01-03,Orientation,In Person,DUD101122,Completed,Passed,Initial training completed
TRN001066,DUD100069,2020-01-10,On-the-Job Training,In Person,DUD100328,Completed,Passed,Two-week initial training
TRN001067,DUD100069,2020-03-30,General Zoom Training,Zoom,DUD100589,Completed,Passed,Reinforced communication and professionalism
TRN001068,DUD100069,2020-08-19,General Zoom Training,Zoom,DUD100953,Completed,Passed,Reinforced communication and professionalism
TRN001069,DUD100069,2020-12-20,General Zoom Training,Zoom,DUD100525,Completed,Passed,Reinforced lesson preparation
TRN001070,DUD100069,2021-02-24,General Zoom Training,Zoom,DUD101465,Completed,Passed,Reinforced lesson preparation
TRN001071,DUD100069,2021-05-07,General Zoom Training,Zoom,DUD100630,Completed,Passed,General teaching skills refresher
TRN001072,DUD100069,2021-07-29,General Zoom Training,Zoom,DUD100294,Completed,Passed,Reinforced classroom management
TRN001073,DUD100069,2021-10-13,General Zoom Training,Zoom,DUD100135,Completed,Passed,Reinforced lesson preparation
TRN001074,DUD100069,2021-12-26,General Zoom Training,Zoom,DUD100665,Completed,Passed,Reinforced communication and professionalism
TRN001075,DUD100069,2022-02-25,General Zoom Training,Zoom,DUD100090,Completed,Passed,Reinforced lesson preparation
TRN001076,DUD100069,2022-07-15,General Zoom Training,Zoom,DUD100817,Completed,Passed,General teaching skills refresher
TRN001077,DUD100069,2022-10-08,General Zoom Training,Zoom,DUD100722,Completed,Passed,Reinforced classroom management
TRN001078,DUD100069,2022-12-20,General Zoom Training,Zoom,DUD101020,Completed,Passed,Reinforced communication and professionalism
TRN001079,DUD100069,2023-03-05,General Zoom Training,Zoom,DUD101355,Completed,Passed,General teaching skills refresher
TRN001080,DUD100069,2023-05-09,General Zoom Training,Zoom,DUD100378,Completed,Passed,Teaching ideas and classroom techniques
TRN001081,DUD100069,2023-07-16,General Zoom Training,Zoom,DUD101059,Completed,Passed,Reinforced communication and professionalism
TRN001082,DUD100069,2023-09-24,General Zoom Training,Zoom,DUD100103,Completed,Passed,Reinforced communication and professionalism
TRN001083,DUD100069,2023-12-05,General Zoom Training,Zoom,DUD100205,Completed,Passed,Reinforced classroom management
TRN001084,DUD100069,2024-05-14,General Zoom Training,Zoom,DUD101056,Completed,Passed,Reinforced lesson preparation
TRN001085,DUD100069,2024-08-17,General Zoom Training,Zoom,DUD101173,Completed,Passed,Reinforced classroom management
TRN001086,DUD100069,2024-10-27,General Zoom Training,Zoom,DUD101113,Completed,Passed,Reinforced communication and professionalism
TRN001087,DUD100069,2025-03-19,General Zoom Training,Zoom,DUD101262,Completed,Passed,General teaching skills refresher
TRN001088,DUD100069,2025-05-27,General Zoom Training,Zoom,DUD100822,Completed,Passed,General teaching skills refresher
TRN001089,DUD100069,2025-07-29,General Zoom Training,Zoom,DUD100570,Completed,Passed,General teaching skills refresher
TRN001090,DUD100069,2025-10-01,General Zoom Training,Zoom,DUD100335,Completed,Passed,General teaching skills refresher
TRN001091,DUD100069,2025-12-13,General Zoom Training,Zoom,DUD101090,Completed,Passed,Teaching ideas and classroom techniques
TRN001092,DUD100069,2026-02-23,General Zoom Training,Zoom,DUD100811,Completed,Passed,Reinforced classroom management
TRN001093,DUD100070,2022-04-06,Orientation,In Person,DUD100415,Completed,Passed,Initial training completed
TRN001094,DUD100070,2022-04-13,On-the-Job Training,In Person,DUD100534,Completed,Passed,Two-week initial training
TRN001095,DUD100070,2022-06-16,General Zoom Training,Zoom,DUD100205,Completed,Passed,Teaching ideas and classroom techniques
TRN001096,DUD100070,2022-09-08,General Zoom Training,Zoom,DUD100817,Completed,Passed,Reinforced lesson preparation
TRN001097,DUD100070,2023-05-30,General Zoom Training,Zoom,DUD101482,Completed,Passed,Reinforced communication and professionalism
TRN001098,DUD100070,2023-08-18,General Zoom Training,Zoom,DUD100295,Completed,Passed,Reinforced lesson preparation
TRN001099,DUD100070,2023-10-26,General Zoom Training,Zoom,DUD101382,Completed,Passed,Reinforced lesson preparation
TRN001100,DUD100070,2024-01-06,General Zoom Training,Zoom,DUD100297,Completed,Passed,General teaching skills refresher
TRN001101,DUD100070,2024-03-19,General Zoom Training,Zoom,DUD100939,Completed,Passed,Reinforced classroom management
TRN001102,DUD100070,2024-05-30,General Zoom Training,Zoom,DUD100170,Completed,Passed,Reinforced lesson preparation
TRN001103,DUD100070,2024-08-25,General Zoom Training,Zoom,DUD100534,Completed,Passed,Reinforced classroom management
TRN001104,DUD100070,2025-01-04,General Zoom Training,Zoom,DUD100131,Completed,Passed,Teaching ideas and classroom techniques
TRN001105,DUD100070,2025-03-20,General Zoom Training,Zoom,DUD100697,Completed,Passed,General teaching skills refresher
TRN001106,DUD100070,2025-06-19,General Zoom Training,Zoom,DUD100805,Completed,Passed,Teaching ideas and classroom techniques
TRN001107,DUD100070,2025-09-02,General Zoom Training,Zoom,DUD101146,Completed,Passed,Reinforced classroom management
TRN001108,DUD100070,2025-11-24,General Zoom Training,Zoom,DUD100295,Completed,Passed,Reinforced communication and professionalism
TRN001109,DUD100070,2026-02-19,General Zoom Training,Zoom,DUD100522,Completed,Passed,Reinforced classroom management
TRN001110,DUD100071,2025-08-11,Orientation,In Person,DUD100278,Completed,Passed,Initial training completed
TRN001111,DUD100071,2025-08-18,On-the-Job Training,In Person,DUD101324,Completed,Passed,Two-week initial training
TRN001112,DUD100071,2025-10-17,General Zoom Training,Zoom,DUD101129,Completed,Passed,General teaching skills refresher
TRN001113,DUD100071,2025-12-25,General Zoom Training,Zoom,DUD101266,Completed,Passed,Reinforced communication and professionalism
TRN001114,DUD100071,2026-03-30,General Zoom Training,Zoom,DUD101355,Completed,Passed,Reinforced lesson preparation
TRN001115,DUD100072,2022-07-22,Orientation,In Person,DUD101335,Completed,Passed,Initial training completed
TRN001116,DUD100072,2022-07-29,On-the-Job Training,In Person,DUD100805,Completed,Passed,Two-week initial training
TRN001117,DUD100072,2022-10-02,General Zoom Training,Zoom,DUD101258,Completed,Passed,Reinforced communication and professionalism
TRN001118,DUD100072,2022-12-28,General Zoom Training,Zoom,DUD100337,Completed,Passed,Reinforced classroom management
TRN001119,DUD100072,2023-03-21,General Zoom Training,Zoom,DUD100248,Completed,Passed,Teaching ideas and classroom techniques
TRN001120,DUD100072,2023-08-27,General Zoom Training,Zoom,DUD101173,Completed,Passed,General teaching skills refresher
TRN001121,DUD100072,2023-11-11,General Zoom Training,Zoom,DUD101465,Completed,Passed,Reinforced classroom management
TRN001122,DUD100072,2024-02-14,General Zoom Training,Zoom,DUD101366,Completed,Passed,Reinforced communication and professionalism
TRN001123,DUD100072,2024-04-15,General Zoom Training,Zoom,DUD100845,Completed,Passed,Reinforced classroom management
TRN001124,DUD100072,2024-06-17,General Zoom Training,Zoom,DUD101427,Completed,Passed,General teaching skills refresher
TRN001125,DUD100072,2024-09-09,General Zoom Training,Zoom,DUD100650,Completed,Passed,Reinforced lesson preparation
TRN001126,DUD100072,2024-11-29,General Zoom Training,Zoom,DUD101494,Completed,Passed,Reinforced communication and professionalism
TRN001127,DUD100072,2025-01-29,General Zoom Training,Zoom,DUD100805,Completed,Passed,Teaching ideas and classroom techniques
TRN001128,DUD100072,2025-04-07,General Zoom Training,Zoom,DUD100675,Completed,Passed,Teaching ideas and classroom techniques
TRN001129,DUD100072,2025-07-08,General Zoom Training,Zoom,DUD100808,Completed,Passed,Teaching ideas and classroom techniques
TRN001130,DUD100072,2025-10-04,General Zoom Training,Zoom,DUD101173,Completed,Passed,Reinforced lesson preparation
TRN001131,DUD100072,2025-12-11,General Zoom Training,Zoom,DUD100649,Completed,Passed,Reinforced communication and professionalism
TRN001132,DUD100072,2026-03-15,General Zoom Training,Zoom,DUD100141,Completed,Passed,Reinforced classroom management
TRN001133,DUD100073,2020-10-17,Orientation,In Person,DUD100460,Completed,Passed,Initial training completed
TRN001134,DUD100073,2020-10-24,On-the-Job Training,In Person,DUD101208,Completed,Passed,Two-week initial training
TRN001135,DUD100073,2021-01-18,General Zoom Training,Zoom,DUD100330,Completed,Passed,General teaching skills refresher
TRN001136,DUD100073,2021-03-27,General Zoom Training,Zoom,DUD100788,Completed,Passed,General teaching skills refresher
TRN001137,DUD100073,2021-06-11,General Zoom Training,Zoom,DUD100570,Completed,Passed,General teaching skills refresher
TRN001138,DUD100073,2021-08-24,General Zoom Training,Zoom,DUD100062,Completed,Passed,Reinforced classroom management
