onboarding_id,employee_id,onboarding_start_date,onboarding_end_date,onboarding_type,onboarding_method,duration_days,completion_status,result,onboarding_satisfaction,notes
ONB001226,DUD101226,2021-01-03,,Standard Teacher Onboarding,Online,14,Incomplete,Incomplete,,
ONB001227,DUD101227,2026-07-03,,Rehire Onboarding,In-person,19,Incomplete,Incomplete,,
ONB001228,DUD101228,2025-11-06,,Standard Teacher Onboarding,Online,21,Incomplete,Incomplete,,
ONB001229,DUD101229,2025-11-08,2025-11-26,Standard Teacher Onboarding,In-person,18,Delayed,Passed,2,
ONB001230,DUD101230,2022-11-09,2022-11-20,Rehire Onboarding,Hybrid,11,Delayed,Passed,2,
ONB001231,DUD101231,2022-06-14,2022-07-01,Rehire Onboarding,In-person,17,Completed,Needs Improvement,1,
ONB001232,DUD101232,2025-11-12,2025-11-23,Rehire Onboarding,Online,11,Completed,Needs Improvement,3,
ONB001233,DUD101233,2023-08-29,2023-09-13,Standard Teacher Onboarding,Hybrid,15,Delayed,Passed,4,
ONB001234,DUD101234,2023-03-23,,Standard Teacher Onboarding,Hybrid,12,Incomplete,Incomplete,,
ONB001235,DUD101235,2021-07-06,2021-07-27,Rehire Onboarding,Online,21,Completed,Passed,4,
ONB001236,DUD101236,2021-09-18,2021-10-08,Experienced Teacher Onboarding,In-person,20,Completed,Satisfactory,3,
ONB001237,DUD101237,2023-11-30,2023-12-19,Standard Teacher Onboarding,Hybrid,19,Completed,Needs Improvement,3,
ONB001238,DUD101238,2023-11-02,,Experienced Teacher Onboarding,Online,18,Incomplete,Incomplete,,
ONB001239,DUD101239,2023-04-05,2023-04-19,Experienced Teacher Onboarding,Hybrid,14,Completed,Needs Improvement,3,
ONB001240,DUD101240,2021-10-03,2021-10-19,Experienced Teacher Onboarding,In-person,16,Delayed,Needs Improvement,2,
ONB001241,DUD101241,2024-02-05,2024-02-25,Experienced Teacher Onboarding,Hybrid,20,Completed,Passed,4,
ONB001242,DUD101242,2024-09-01,2024-09-16,Experienced Teacher Onboarding,Online,15,Completed,Passed,2,
ONB001243,DUD101243,2026-01-20,2026-01-28,Experienced Teacher Onboarding,In-person,8,Completed,Passed,3,
ONB001244,DUD101244,2021-09-23,2021-10-07,Standard Teacher Onboarding,In-person,14,Completed,Passed,1,
ONB001245,DUD101245,2023-09-04,2023-09-19,Rehire Onboarding,In-person,15,Completed,Satisfactory,4,
ONB001246,DUD101246,2021-03-17,2021-04-06,Rehire Onboarding,Online,20,Delayed,Passed,4,
ONB001247,DUD101247,2021-04-29,2021-05-15,Standard Teacher Onboarding,In-person,16,Completed,Passed,2,
ONB001248,DUD101248,2025-03-04,2025-03-16,Standard Teacher Onboarding,In-person,12,Completed,Passed,3,
ONB001249,DUD101249,2021-05-10,2021-05-18,Rehire Onboarding,Hybrid,8,Completed,Passed,3,
ONB001250,DUD101250,2026-05-08,,Rehire Onboarding,Online,15,Incomplete,Incomplete,,
ONB001251,DUD101251,2021-11-07,2021-11-25,Rehire Onboarding,In-person,18,Delayed,Needs Improvement,3,
ONB001252,DUD101252,2024-07-07,,Rehire Onboarding,In-person,18,Incomplete,Incomplete,,
ONB001253,DUD101253,2021-06-26,2021-07-14,Experienced Teacher Onboarding,In-person,18,Delayed,Passed,1,
ONB001254,DUD101254,2021-05-13,2021-05-22,Rehire Onboarding,In-person,9,Delayed,Needs Improvement,2,
ONB001255,DUD101255,2022-07-02,2022-07-20,Rehire Onboarding,Online,18,Delayed,Passed,3,
ONB001256,DUD101256,2021-02-17,2021-03-02,Rehire Onboarding,Hybrid,13,Completed,Needs Improvement,1,
ONB001257,DUD101257,2021-04-15,,Standard Teacher Onboarding,In-person,13,Incomplete,Incomplete,,
ONB001258,DUD101258,2022-02-06,2022-02-18,Experienced Teacher Onboarding,Hybrid,12,Delayed,Passed,4,
ONB001259,DUD101259,2021-03-15,2021-03-22,Experienced Teacher Onboarding,Hybrid,7,Delayed,Needs Improvement,5,
ONB001260,DUD101260,2023-09-13,2023-10-04,Standard Teacher Onboarding,Online,21,Delayed,Passed,2,
ONB001261,DUD101261,2023-12-02,,Experienced Teacher Onboarding,In-person,17,Incomplete,Incomplete,,
ONB001262,DUD101262,2022-11-01,2022-11-20,Experienced Teacher Onboarding,Hybrid,19,Completed,Needs Improvement,5,
ONB001263,DUD101263,2021-03-17,2021-03-31,Experienced Teacher Onboarding,In-person,14,Completed,Satisfactory,2,
ONB001264,DUD101264,2022-06-15,2022-07-04,Experienced Teacher Onboarding,Online,19,Delayed,Needs Improvement,2,
ONB001265,DUD101265,2021-08-14,,Standard Teacher Onboarding,Hybrid,15,Incomplete,Incomplete,,
ONB001266,DUD101266,2021-12-25,2022-01-07,Standard Teacher Onboarding,Online,13,Delayed,Needs Improvement,5,
ONB001267,DUD101267,2022-06-10,2022-06-22,Experienced Teacher Onboarding,Online,12,Completed,Satisfactory,4,
ONB001268,DUD101268,2022-02-02,,Experienced Teacher Onboarding,In-person,8,Incomplete,Incomplete,,
ONB001269,DUD101269,2025-10-25,2025-11-06,Experienced Teacher Onboarding,Hybrid,12,Delayed,Passed,1,
ONB001270,DUD101270,2022-08-26,2022-09-16,Standard Teacher Onboarding,Hybrid,21,Delayed,Passed,5,
ONB001271,DUD101271,2025-12-28,,Rehire Onboarding,In-person,7,Incomplete,Incomplete,,
ONB001272,DUD101272,2022-12-21,2023-01-09,Rehire Onboarding,Online,19,Completed,Passed,4,
ONB001273,DUD101273,2022-10-11,2022-10-26,Rehire Onboarding,Hybrid,15,Completed,Passed,3,
ONB001274,DUD101274,2022-02-19,,Rehire Onboarding,Hybrid,13,Incomplete,Incomplete,,
ONB001275,DUD101275,2023-04-19,,Experienced Teacher Onboarding,In-person,11,Incomplete,Incomplete,,
ONB001276,DUD101276,2023-10-11,2023-10-18,Standard Teacher Onboarding,In-person,7,Completed,Passed,3,
ONB001277,DUD101277,2022-08-18,2022-09-04,Experienced Teacher Onboarding,In-person,17,Delayed,Passed,2,
ONB001278,DUD101278,2021-01-11,2021-01-28,Standard Teacher Onboarding,In-person,17,Completed,Needs Improvement,5,
ONB001279,DUD101279,2023-02-19,,Standard Teacher Onboarding,In-person,21,Incomplete,Incomplete,,
ONB001280,DUD101280,2022-05-25,2022-06-03,Rehire Onboarding,In-person,9,Completed,Passed,3,
ONB001281,DUD101281,2025-02-28,2025-03-20,Rehire Onboarding,In-person,20,Completed,Passed,1,
ONB001282,DUD101282,2022-08-08,2022-08-21,Experienced Teacher Onboarding,Online,13,Completed,Passed,4,
ONB001283,DUD101283,2023-08-03,2023-08-23,Rehire Onboarding,In-person,20,Completed,Passed,2,
ONB001284,DUD101284,2024-06-18,2024-07-02,Rehire Onboarding,Online,14,Delayed,Passed,5,
ONB001285,DUD101285,2021-01-29,2021-02-10,Standard Teacher Onboarding,Hybrid,12,Completed,Passed,5,
ONB001286,DUD101286,2021-06-21,2021-07-06,Rehire Onboarding,Hybrid,15,Completed,Needs Improvement,2,
ONB001287,DUD101287,2022-04-26,2022-05-16,Standard Teacher Onboarding,In-person,20,Delayed,Passed,5,
ONB001288,DUD101288,2023-01-13,2023-01-21,Standard Teacher Onboarding,Hybrid,8,Completed,Passed,5,
ONB001289,DUD101289,2021-03-24,2021-04-10,Rehire Onboarding,Online,17,Completed,Needs Improvement,4,
ONB001290,DUD101290,2026-05-26,2026-06-16,Standard Teacher Onboarding,In-person,21,Completed,Passed,2,
ONB001291,DUD101291,2022-06-05,2022-06-20,Standard Teacher Onboarding,Online,15,Delayed,Passed,5,
ONB001292,DUD101292,2024-10-03,,Experienced Teacher Onboarding,In-person,18,Incomplete,Incomplete,,
ONB001293,DUD101293,2025-10-06,2025-10-14,Experienced Teacher Onboarding,In-person,8,Delayed,Passed,3,
ONB001294,DUD101294,2025-01-15,2025-01-23,Standard Teacher Onboarding,Online,8,Delayed,Passed,5,
ONB001295,DUD101295,2024-05-27,2024-06-15,Standard Teacher Onboarding,Hybrid,19,Delayed,Passed,2,
ONB001296,DUD101296,2024-08-31,,Experienced Teacher Onboarding,Online,7,Incomplete,Incomplete,,
ONB001297,DUD101297,2022-03-16,2022-03-27,Experienced Teacher Onboarding,Hybrid,11,Completed,Needs Improvement,5,
ONB001298,DUD101298,2025-10-15,2025-10-27,Experienced Teacher Onboarding,Hybrid,12,Completed,Passed,2,
ONB001299,DUD101299,2025-07-09,2025-07-19,Experienced Teacher Onboarding,Hybrid,10,Completed,Passed,4,
ONB001300,DUD101300,2021-06-14,2021-07-03,Experienced Teacher Onboarding,Hybrid,19,Completed,Passed,3,
ONB001301,DUD101301,2024-11-29,2024-12-18,Rehire Onboarding,In-person,19,Completed,Passed,5,
ONB001302,DUD101302,2024-09-13,2024-10-04,Experienced Teacher Onboarding,In-person,21,Delayed,Needs Improvement,3,
ONB001303,DUD101303,2021-04-21,2021-05-07,Rehire Onboarding,Online,16,Completed,Needs Improvement,4,
ONB001304,DUD101304,2024-04-03,,Standard Teacher Onboarding,In-person,8,Incomplete,Incomplete,,
ONB001305,DUD101305,2025-01-01,,Rehire Onboarding,Online,19,Incomplete,Incomplete,,
ONB001306,DUD101306,2025-10-07,2025-10-15,Experienced Teacher Onboarding,Hybrid,8,Completed,Needs Improvement,1,
ONB001307,DUD101307,2023-10-13,2023-10-30,Experienced Teacher Onboarding,Online,17,Completed,Passed,2,
ONB001308,DUD101308,2022-02-21,2022-03-09,Experienced Teacher Onboarding,Hybrid,16,Completed,Satisfactory,2,
ONB001309,DUD101309,2021-04-02,,Rehire Onboarding,Hybrid,21,Incomplete,Incomplete,,
ONB001310,DUD101310,2025-01-15,,Rehire Onboarding,In-person,9,Incomplete,Incomplete,,
ONB001311,DUD101311,2021-10-08,2021-10-19,Experienced Teacher Onboarding,Online,11,Completed,Satisfactory,3,
ONB001312,DUD101312,2024-01-03,2024-01-11,Rehire Onboarding,Hybrid,8,Completed,Satisfactory,5,
ONB001313,DUD101313,2026-05-26,2026-06-08,Experienced Teacher Onboarding,In-person,13,Completed,Passed,1,
ONB001314,DUD101314,2023-08-22,2023-08-31,Rehire Onboarding,Online,9,Delayed,Needs Improvement,5,
ONB001315,DUD101315,2025-08-28,,Experienced Teacher Onboarding,Hybrid,8,Incomplete,Incomplete,,
ONB001316,DUD101316,2021-02-13,2021-03-03,Experienced Teacher Onboarding,Hybrid,18,Completed,Needs Improvement,1,
ONB001317,DUD101317,2021-09-09,,Experienced Teacher Onboarding,Online,11,Incomplete,Incomplete,,
ONB001318,DUD101318,2021-01-14,2021-01-30,Standard Teacher Onboarding,In-person,16,Completed,Passed,4,
ONB001319,DUD101319,2025-01-24,2025-02-06,Experienced Teacher Onboarding,Hybrid,13,Completed,Passed,1,
ONB001320,DUD101320,2023-12-13,,Standard Teacher Onboarding,Hybrid,20,Incomplete,Incomplete,,
ONB001321,DUD101321,2022-04-21,2022-05-10,Experienced Teacher Onboarding,Online,19,Completed,Passed,2,
ONB001322,DUD101322,2023-10-02,2023-10-12,Experienced Teacher Onboarding,In-person,10,Completed,Passed,1,
ONB001323,DUD101323,2022-05-26,2022-06-05,Standard Teacher Onboarding,In-person,10,Completed,Needs Improvement,1,
ONB001324,DUD101324,2021-12-23,2022-01-09,Experienced Teacher Onboarding,In-person,17,Completed,Needs Improvement,4,
ONB001325,DUD101325,2025-01-19,2025-02-09,Experienced Teacher Onboarding,Hybrid,21,Completed,Passed,2,
ONB001326,DUD101326,2023-07-14,,Experienced Teacher Onboarding,Online,8,Incomplete,Incomplete,,
ONB001327,DUD101327,2025-05-13,2025-05-20,Standard Teacher Onboarding,Online,7,Completed,Satisfactory,3,
ONB001328,DUD101328,2021-03-31,2021-04-19,Standard Teacher Onboarding,In-person,19,Completed,Satisfactory,5,
ONB001329,DUD101329,2025-07-15,,Experienced Teacher Onboarding,Hybrid,21,Incomplete,Incomplete,,
ONB001330,DUD101330,2025-08-15,2025-08-31,Standard Teacher Onboarding,Online,16,Completed,Passed,2,
ONB001331,DUD101331,2026-07-22,2026-08-09,Standard Teacher Onboarding,In-person,18,Completed,Passed,3,
ONB001332,DUD101332,2025-12-10,,Standard Teacher Onboarding,Online,15,Incomplete,Incomplete,,
ONB001333,DUD101333,2026-07-19,2026-08-08,Standard Teacher Onboarding,Hybrid,20,Delayed,Passed,2,
ONB001334,DUD101334,2022-01-25,2022-02-09,Experienced Teacher Onboarding,Online,15,Completed,Passed,3,
ONB001335,DUD101335,2026-03-20,2026-03-30,Experienced Teacher Onboarding,Hybrid,10,Completed,Satisfactory,1,
ONB001336,DUD101336,2023-11-23,2023-12-13,Standard Teacher Onboarding,Online,20,Delayed,Satisfactory,2,
ONB001337,DUD101337,2024-01-04,,Standard Teacher Onboarding,In-person,15,Incomplete,Incomplete,,
ONB001338,DUD101338,2023-04-25,2023-05-07,Rehire Onboarding,Online,12,Completed,Passed,1,
ONB001339,DUD101339,2023-10-13,2023-10-24,Standard Teacher Onboarding,Hybrid,11,Completed,Passed,4,
ONB001340,DUD101340,2021-01-13,2021-01-29,Rehire Onboarding,Online,16,Completed,Needs Improvement,3,
ONB001341,DUD101341,2023-04-23,2023-05-04,Rehire Onboarding,In-person,11,Delayed,Passed,2,
ONB001342,DUD101342,2024-03-08,2024-03-24,Rehire Onboarding,Online,16,Delayed,Passed,1,
ONB001343,DUD101343,2021-08-10,,Experienced Teacher Onboarding,Hybrid,15,Incomplete,Incomplete,,
ONB001344,DUD101344,2026-05-13,2026-05-31,Standard Teacher Onboarding,Online,18,Completed,Satisfactory,2,
ONB001345,DUD101345,2026-01-05,2026-01-13,Experienced Teacher Onboarding,Online,8,Completed,Needs Improvement,1,
ONB001346,DUD101346,2022-04-14,2022-04-28,Experienced Teacher Onboarding,Hybrid,14,Completed,Passed,4,
ONB001347,DUD101347,2023-05-05,2023-05-23,Experienced Teacher Onboarding,Online,18,Delayed,Satisfactory,5,
ONB001348,DUD101348,2024-01-31,2024-02-20,Rehire Onboarding,In-person,20,Completed,Needs Improvement,4,
ONB001349,DUD101349,2024-10-07,2024-10-22,Experienced Teacher Onboarding,In-person,15,Completed,Passed,4,
ONB001350,DUD101350,2022-09-26,2022-10-16,Rehire Onboarding,In-person,20,Completed,Passed,4,
ONB001351,DUD101351,2024-05-25,,Experienced Teacher Onboarding,Online,20,Incomplete,Incomplete,,
ONB001352,DUD101352,2025-05-08,2025-05-20,Experienced Teacher Onboarding,Hybrid,12,Delayed,Needs Improvement,4,
ONB001353,DUD101353,2026-01-25,2026-02-10,Rehire Onboarding,In-person,16,Delayed,Passed,4,
ONB001354,DUD101354,2026-05-07,2026-05-26,Rehire Onboarding,In-person,19,Delayed,Satisfactory,4,
ONB001355,DUD101355,2026-04-24,2026-05-02,Rehire Onboarding,Hybrid,8,Completed,Passed,2,
ONB001356,DUD101356,2022-06-30,2022-07-08,Rehire Onboarding,Hybrid,8,Completed,Satisfactory,3,
ONB001357,DUD101357,2026-07-05,2026-07-25,Rehire Onboarding,Online,20,Completed,Passed,4,
ONB001358,DUD101358,2022-10-23,2022-11-09,Rehire Onboarding,In-person,17,Completed,Passed,3,
ONB001359,DUD101359,2024-09-12,2024-09-22,Experienced Teacher Onboarding,Hybrid,10,Completed,Passed,4,
ONB001360,DUD101360,2025-11-18,2025-11-30,Standard Teacher Onboarding,Online,12,Completed,Needs Improvement,1,
ONB001361,DUD101361,2022-03-09,2022-03-26,Experienced Teacher Onboarding,Online,17,Completed,Needs Improvement,4,
ONB001362,DUD101362,2025-05-22,2025-06-01,Rehire Onboarding,In-person,10,Completed,Passed,2,
ONB001363,DUD101363,2024-07-19,2024-08-09,Experienced Teacher Onboarding,Online,21,Completed,Passed,4,
ONB001364,DUD101364,2023-05-31,2023-06-18,Experienced Teacher Onboarding,Hybrid,18,Completed,Satisfactory,5,
ONB001365,DUD101365,2023-08-25,2023-09-14,Standard Teacher Onboarding,Hybrid,20,Completed,Satisfactory,4,
ONB001366,DUD101366,2024-11-19,2024-12-04,Standard Teacher Onboarding,In-person,15,Completed,Needs Improvement,2,
ONB001367,DUD101367,2021-06-26,,Experienced Teacher Onboarding,Hybrid,8,Incomplete,Incomplete,,
ONB001368,DUD101368,2023-08-31,2023-09-08,Experienced Teacher Onboarding,In-person,8,Completed,Passed,5,
ONB001369,DUD101369,2022-12-16,2022-12-28,Standard Teacher Onboarding,In-person,12,Completed,Passed,3,
ONB001370,DUD101370,2021-02-15,2021-03-04,Standard Teacher Onboarding,Online,17,Completed,Passed,1,
ONB001371,DUD101371,2024-07-06,2024-07-17,Experienced Teacher Onboarding,Online,11,Delayed,Passed,2,
ONB001372,DUD101372,2021-06-03,2021-06-23,Standard Teacher Onboarding,Online,20,Delayed,Needs Improvement,4,
ONB001373,DUD101373,2024-06-30,2024-07-21,Standard Teacher Onboarding,In-person,21,Completed,Satisfactory,3,
ONB001374,DUD101374,2021-07-05,2021-07-17,Standard Teacher Onboarding,Online,12,Completed,Passed,2,
ONB001375,DUD101375,2022-02-12,2022-02-22,Rehire Onboarding,In-person,10,Completed,Needs Improvement,2,
ONB001376,DUD101376,2023-01-13,2023-01-27,Standard Teacher Onboarding,In-person,14,Completed,Passed,4,
ONB001377,DUD101377,2024-12-05,2024-12-18,Standard Teacher Onboarding,In-person,13,Delayed,Needs Improvement,2,
ONB001378,DUD101378,2025-11-08,,Standard Teacher Onboarding,In-person,7,Incomplete,Incomplete,,
ONB001379,DUD101379,2026-04-27,,Rehire Onboarding,Online,20,Incomplete,Incomplete,,
ONB001380,DUD101380,2026-05-03,2026-05-17,Rehire Onboarding,Hybrid,14,Completed,Needs Improvement,1,
ONB001381,DUD101381,2023-05-08,2023-05-24,Experienced Teacher Onboarding,In-person,16,Completed,Passed,5,
ONB001382,DUD101382,2022-07-17,2022-08-05,Standard Teacher Onboarding,Hybrid,19,Delayed,Needs Improvement,1,
ONB001383,DUD101383,2024-10-07,2024-10-19,Standard Teacher Onboarding,Hybrid,12,Delayed,Passed,5,
ONB001384,DUD101384,2022-02-25,2022-03-18,Rehire Onboarding,Online,21,Completed,Passed,2,
ONB001385,DUD101385,2023-09-22,2023-10-12,Experienced Teacher Onboarding,Online,20,Delayed,Passed,1,
ONB001386,DUD101386,2026-01-17,2026-01-26,Rehire Onboarding,Online,9,Delayed,Satisfactory,3,
ONB001387,DUD101387,2021-08-03,2021-08-24,Experienced Teacher Onboarding,In-person,21,Delayed,Needs Improvement,3,
ONB001388,DUD101388,2022-04-30,2022-05-10,Rehire Onboarding,In-person,10,Delayed,Satisfactory,4,
ONB001389,DUD101389,2025-04-21,,Experienced Teacher Onboarding,In-person,16,Incomplete,Incomplete,,
ONB001390,DUD101390,2025-06-09,2025-06-20,Standard Teacher Onboarding,In-person,11,Completed,Passed,2,
ONB001391,DUD101391,2023-02-01,,Rehire Onboarding,Hybrid,15,Incomplete,Incomplete,,
ONB001392,DUD101392,2025-08-26,2025-09-06,Standard Teacher Onboarding,Online,11,Completed,Needs Improvement,1,
ONB001393,DUD101393,2023-03-11,2023-03-26,Standard Teacher Onboarding,In-person,15,Completed,Needs Improvement,4,
ONB001394,DUD101394,2024-08-20,2024-08-29,Experienced Teacher Onboarding,In-person,9,Delayed,Passed,4,
ONB001395,DUD101395,2022-10-30,2022-11-16,Rehire Onboarding,In-person,17,Completed,Satisfactory,5,
ONB001396,DUD101396,2024-08-10,2024-08-20,Standard Teacher Onboarding,In-person,10,Completed,Passed,2,
ONB001397,DUD101397,2025-07-06,2025-07-14,Rehire Onboarding,In-person,8,Delayed,Passed,2,
ONB001398,DUD101398,2025-07-11,2025-07-26,Rehire Onboarding,Online,15,Completed,Satisfactory,3,
ONB001399,DUD101399,2021-05-03,2021-05-13,Experienced Teacher Onboarding,In-person,10,Completed,Passed,4,
ONB001400,DUD101400,2025-05-17,2025-06-04,Standard Teacher Onboarding,Hybrid,18,Completed,Passed,5,
ONB001401,DUD101401,2021-10-17,2021-10-24,Rehire Onboarding,In-person,7,Completed,Satisfactory,3,
ONB001402,DUD101402,2024-08-23,,Experienced Teacher Onboarding,In-person,18,Incomplete,Incomplete,,
ONB001403,DUD101403,2021-02-28,2021-03-15,Standard Teacher Onboarding,In-person,15,Completed,Passed,3,
ONB001404,DUD101404,2023-02-20,2023-03-01,Experienced Teacher Onboarding,Hybrid,9,Completed,Satisfactory,4,
ONB001405,DUD101405,2024-02-09,,Rehire Onboarding,Hybrid,12,Incomplete,Incomplete,,
ONB001406,DUD101406,2021-09-24,,Rehire Onboarding,Online,19,Incomplete,Incomplete,,
ONB001407,DUD101407,2023-08-02,2023-08-17,Experienced Teacher Onboarding,Hybrid,15,Completed,Passed,4,
ONB001408,DUD101408,2021-08-29,2021-09-11,Experienced Teacher Onboarding,In-person,13,Delayed,Satisfactory,4,
ONB001409,DUD101409,2023-02-21,,Rehire Onboarding,In-person,7,Incomplete,Incomplete,,
ONB001410,DUD101410,2025-07-02,2025-07-20,Standard Teacher Onboarding,In-person,18,Completed,Satisfactory,3,
ONB001411,DUD101411,2021-03-25,2021-04-04,Experienced Teacher Onboarding,In-person,10,Completed,Passed,4,
ONB001412,DUD101412,2021-12-26,2022-01-11,Rehire Onboarding,In-person,16,Completed,Needs Improvement,1,
ONB001413,DUD101413,2024-02-06,2024-02-17,Experienced Teacher Onboarding,Online,11,Completed,Passed,1,
ONB001414,DUD101414,2021-04-06,2021-04-22,Standard Teacher Onboarding,In-person,16,Completed,Passed,2,
ONB001415,DUD101415,2025-12-21,2026-01-09,Standard Teacher Onboarding,Online,19,Delayed,Passed,2,
ONB001416,DUD101416,2023-05-14,2023-05-31,Experienced Teacher Onboarding,Hybrid,17,Completed,Passed,3,
ONB001417,DUD101417,2023-07-08,2023-07-15,Rehire Onboarding,In-person,7,Delayed,Passed,4,
ONB001418,DUD101418,2022-08-07,2022-08-21,Experienced Teacher Onboarding,Hybrid,14,Delayed,Passed,3,
ONB001419,DUD101419,2026-07-14,2026-07-22,Experienced Teacher Onboarding,In-person,8,Completed,Passed,2,
ONB001420,DUD101420,2024-06-16,2024-07-07,Standard Teacher Onboarding,Hybrid,21,Delayed,Needs Improvement,4,
ONB001421,DUD101421,2023-05-31,2023-06-10,Standard Teacher Onboarding,Online,10,Completed,Passed,3,
ONB001422,DUD101422,2021-06-28,2021-07-10,Experienced Teacher Onboarding,In-person,12,Delayed,Passed,2,
ONB001423,DUD101423,2024-10-18,2024-11-01,Experienced Teacher Onboarding,Hybrid,14,Completed,Passed,2,
ONB001424,DUD101424,2022-10-26,2022-11-05,Rehire Onboarding,Online,10,Completed,Passed,3,
ONB001425,DUD101425,2022-11-12,,Experienced Teacher Onboarding,In-person,15,Incomplete,Incomplete,,
ONB001426,DUD101426,2026-03-01,2026-03-14,Experienced Teacher Onboarding,In-person,13,Delayed,Passed,1,
ONB001427,DUD101427,2025-10-31,2025-11-19,Rehire Onboarding,Hybrid,19,Completed,Satisfactory,3,
ONB001428,DUD101428,2023-11-20,2023-12-06,Experienced Teacher Onboarding,In-person,16,Completed,Passed,4,
ONB001429,DUD101429,2022-10-07,2022-10-28,Standard Teacher Onboarding,Online,21,Completed,Passed,1,
ONB001430,DUD101430,2024-03-12,2024-03-23,Rehire Onboarding,Hybrid,11,Delayed,Passed,2,
ONB001431,DUD101431,2026-03-05,,Standard Teacher Onboarding,Online,11,Incomplete,Incomplete,,
ONB001432,DUD101432,2023-09-16,2023-10-03,Experienced Teacher Onboarding,Online,17,Delayed,Passed,4,
ONB001433,DUD101433,2021-12-14,2021-12-22,Experienced Teacher Onboarding,Hybrid,8,Delayed,Satisfactory,1,
ONB001434,DUD101434,2023-07-08,2023-07-27,Rehire Onboarding,In-person,19,Completed,Needs Improvement,3,
ONB001435,DUD101435,2022-09-09,,Experienced Teacher Onboarding,In-person,9,Incomplete,Incomplete,,
ONB001436,DUD101436,2025-09-09,2025-09-28,Rehire Onboarding,In-person,19,Completed,Passed,2,
ONB001437,DUD101437,2021-07-12,2021-07-31,Standard Teacher Onboarding,Hybrid,19,Delayed,Passed,5,
ONB001438,DUD101438,2021-10-26,2021-11-12,Standard Teacher Onboarding,In-person,17,Completed,Needs Improvement,2,
ONB001439,DUD101439,2022-04-01,,Rehire Onboarding,Hybrid,8,Incomplete,Incomplete,,
ONB001440,DUD101440,2025-12-07,2025-12-18,Experienced Teacher Onboarding,Online,11,Delayed,Passed,3,
ONB001441,DUD101441,2025-05-23,,Rehire Onboarding,In-person,21,Incomplete,Incomplete,,
ONB001442,DUD101442,2024-05-16,2024-05-28,Rehire Onboarding,In-person,12,Completed,Passed,1,
ONB001443,DUD101443,2024-11-15,2024-11-22,Rehire Onboarding,Online,7,Completed,Passed,5,
ONB001444,DUD101444,2024-10-16,2024-10-24,Experienced Teacher Onboarding,Online,8,Completed,Passed,5,
ONB001445,DUD101445,2022-09-16,2022-09-23,Rehire Onboarding,Hybrid,7,Completed,Passed,4,
ONB001446,DUD101446,2022-10-31,2022-11-21,Rehire Onboarding,Hybrid,21,Completed,Passed,1,
ONB001447,DUD101447,2024-10-02,2024-10-17,Experienced Teacher Onboarding,In-person,15,Delayed,Passed,2,
ONB001448,DUD101448,2025-11-09,,Standard Teacher Onboarding,In-person,14,Incomplete,Incomplete,,
ONB001449,DUD101449,2025-10-26,,Standard Teacher Onboarding,Hybrid,11,Incomplete,Incomplete,,
ONB001450,DUD101450,2025-11-18,2025-11-25,Rehire Onboarding,In-person,7,Delayed,Passed,5,
ONB001451,DUD101451,2026-06-30,2026-07-11,Experienced Teacher Onboarding,In-person,11,Delayed,Satisfactory,1,
ONB001452,DUD101452,2023-12-10,2023-12-31,Standard Teacher Onboarding,Hybrid,21,Delayed,Passed,4,
ONB001453,DUD101453,2024-04-25,2024-05-12,Experienced Teacher Onboarding,Online,17,Completed,Passed,4,
ONB001454,DUD101454,2023-04-09,2023-04-29,Standard Teacher Onboarding,Hybrid,20,Completed,Passed,2,
ONB001455,DUD101455,2026-04-10,2026-04-27,Rehire Onboarding,In-person,17,Completed,Satisfactory,4,
ONB001456,DUD101456,2025-05-17,,Experienced Teacher Onboarding,In-person,11,Incomplete,Incomplete,,
ONB001457,DUD101457,2025-12-23,,Rehire Onboarding,In-person,11,Incomplete,Incomplete,,
ONB001458,DUD101458,2023-01-24,2023-02-06,Rehire Onboarding,In-person,13,Completed,Passed,1,
ONB001459,DUD101459,2023-02-14,2023-03-05,Standard Teacher Onboarding,In-person,19,Delayed,Needs Improvement,4,
ONB001460,DUD101460,2023-05-19,2023-06-04,Standard Teacher Onboarding,Online,16,Completed,Satisfactory,1,
ONB001461,DUD101461,2025-07-06,2025-07-27,Standard Teacher Onboarding,In-person,21,Completed,Passed,4,
ONB001462,DUD101462,2021-07-13,,Standard Teacher Onboarding,In-person,18,Incomplete,Incomplete,,
ONB001463,DUD101463,2021-11-21,2021-12-07,Rehire Onboarding,Online,16,Completed,Needs Improvement,3,
ONB001464,DUD101464,2023-05-19,2023-06-05,Experienced Teacher Onboarding,Hybrid,17,Delayed,Passed,2,
ONB001465,DUD101465,2023-10-16,2023-11-01,Rehire Onboarding,Hybrid,16,Delayed,Satisfactory,4,
ONB001466,DUD101466,2022-09-05,2022-09-14,Experienced Teacher Onboarding,In-person,9,Delayed,Needs Improvement,5,
ONB001467,DUD101467,2021-07-02,,Rehire Onboarding,Hybrid,12,Incomplete,Incomplete,,
ONB001468,DUD101468,2025-11-09,2025-11-18,Rehire Onboarding,In-person,9,Completed,Passed,2,
ONB001469,DUD101469,2021-12-24,,Experienced Teacher Onboarding,Online,20,Incomplete,Incomplete,,
ONB001470,DUD101470,2021-09-29,2021-10-20,Standard Teacher Onboarding,In-person,21,Delayed,Passed,2,
ONB001471,DUD101471,2026-03-07,2026-03-28,Standard Teacher Onboarding,In-person,21,Completed,Satisfactory,4,
