application_id,candidate_id,application_date,position_applied,recruiter_id,screening_date,interview_date,offer_date,offer_response_date,rejection_date,application_status,rejection_reason
APP000891,CAN001709,2022-10-17,ALT / English Teacher,REC024,2022-10-19,2022-10-27,,,,Interviewing,
APP000892,CAN001968,2026-04-07,Senior Teacher,REC022,2026-04-09,,,,,Hired,
APP000893,CAN001414,2022-02-26,ALT / English Teacher,REC017,,,,,,Withdrawn,
APP000894,CAN000449,2022-08-05,ALT / English Teacher,REC016,2022-08-09,2022-08-17,,,2022-08-21,Rejected,Interview Result
APP000895,CAN001369,2025-08-07,Senior Teacher,REC004,2025-08-16,2025-08-27,,,,Interviewing,
APP000896,CAN001471,2024-04-23,ALT / English Teacher,REC003,2024-04-29,2024-05-10,2024-05-14,2024-05-17,,Hired,
APP000897,CAN001101,2023-08-11,ALT / English Teacher,REC014,2023-08-20,2023-09-02,2023-09-10,2023-09-14,,Hired,
APP000898,CAN001818,2022-12-16,Experienced Teacher,REC021,2022-12-20,2022-12-24,2022-12-27,2023-01-02,,Hired,
APP000899,CAN001118,2022-04-12,Experienced Teacher,REC003,,,,,,Withdrawn,
APP000900,CAN000479,2024-03-03,Experienced Teacher,REC021,2024-03-10,2024-03-17,,,2024-03-16,Rejected,Experience
APP000901,CAN000672,2025-01-26,ALT / English Teacher,REC018,2025-01-30,2025-02-04,2025-02-11,2025-02-16,,Hired,
APP000902,CAN000180,2023-05-05,Senior Teacher,REC013,2023-05-11,2023-05-14,,,2023-05-08,Rejected,Interview Result
APP000903,CAN000925,2025-05-27,Experienced Teacher,REC025,2025-06-05,2025-06-18,,,2025-06-11,Rejected,Work Eligibility
APP000904,CAN000431,2026-12-28,ALT / English Teacher,REC018,2027-01-05,2027-01-17,2027-01-19,2027-01-23,,Hired,
APP000905,CAN001916,2021-01-12,Experienced Teacher,REC018,2021-01-20,,,,,Interviewing,
APP000906,CAN001429,2021-01-15,ALT / English Teacher,REC016,2021-01-21,2021-01-27,2021-02-05,2021-02-06,,Hired,
APP000907,CAN001664,2024-04-17,Experienced Teacher,REC015,2024-04-20,2024-04-25,2024-05-02,2024-05-06,,Hired,
APP000908,CAN000154,2021-03-15,Experienced Teacher,REC003,2021-03-21,2021-03-31,2021-04-03,2021-04-05,,Hired,
APP000909,CAN000057,2025-04-27,Senior Teacher,REC010,2025-04-30,2025-05-03,2025-05-13,2025-05-20,,Hired,
APP000910,CAN001821,2021-01-17,Experienced Teacher,REC001,2021-01-18,2021-01-23,2021-01-29,2021-02-03,,Hired,
APP000911,CAN001354,2023-03-14,ALT / English Teacher,REC014,2023-03-22,,,,,Hired,
APP000912,CAN001806,2026-02-24,ALT / English Teacher,REC018,2026-02-26,2026-03-03,2026-03-09,2026-03-13,,Hired,
APP000913,CAN001528,2026-05-26,Experienced Teacher,REC023,2026-05-28,2026-06-09,2026-06-12,2026-06-18,,Hired,
APP000914,CAN001661,2022-12-23,ALT / English Teacher,REC001,,,,,,Withdrawn,
APP000915,CAN000650,2024-06-21,Senior Teacher,REC018,,,,,,Withdrawn,
APP000916,CAN000837,2026-10-18,Experienced Teacher,REC005,2026-10-22,2026-10-27,2026-11-06,2026-11-07,,Hired,
APP000917,CAN000794,2025-02-21,Senior Teacher,REC006,2025-02-22,2025-02-25,,,,Interviewing,
APP000918,CAN001715,2026-04-06,ALT / English Teacher,REC011,2026-04-15,,,,,Interviewing,
APP000919,CAN000526,2022-10-28,ALT / English Teacher,REC004,2022-11-01,2022-11-08,,,2022-11-14,Rejected,Work Eligibility
APP000920,CAN001615,2024-12-10,Experienced Teacher,REC004,2024-12-19,2024-12-24,2024-12-29,2025-01-02,,Hired,
APP000921,CAN000061,2021-02-26,Senior Teacher,REC023,2021-03-02,,,,,Hired,
APP000922,CAN001720,2022-12-06,Experienced Teacher,REC005,2022-12-12,2022-12-26,2022-12-29,2023-01-02,,Hired,
APP000923,CAN000747,2023-10-05,Senior Teacher,REC019,2023-10-14,2023-10-25,2023-10-30,2023-11-04,,Hired,
APP000924,CAN001582,2024-12-24,Experienced Teacher,REC013,2025-01-02,2025-01-16,2025-01-19,2025-01-23,,Hired,
APP000925,CAN000565,2021-05-10,Experienced Teacher,REC008,2021-05-11,2021-05-22,2021-05-25,2021-06-01,,Hired,
APP000926,CAN000755,2021-03-26,Senior Teacher,REC002,,,,,,Withdrawn,
APP000927,CAN001740,2026-10-28,ALT / English Teacher,REC016,2026-11-04,,,,,Hired,
APP000928,CAN000527,2025-10-04,Experienced Teacher,REC016,2025-10-12,2025-10-14,2025-10-18,2025-10-20,,Hired,
APP000929,CAN001433,2026-04-04,Senior Teacher,REC015,2026-04-13,2026-04-22,2026-04-26,2026-04-27,,Hired,
APP000930,CAN001174,2026-06-03,Experienced Teacher,REC008,2026-06-13,2026-06-21,,,,Interviewing,
APP000931,CAN001512,2026-08-16,Senior Teacher,REC008,2026-08-19,2026-08-26,2026-09-04,2026-09-07,,Hired,
APP000932,CAN000822,2023-01-24,ALT / English Teacher,REC021,2023-02-02,2023-02-06,2023-02-09,2023-02-16,,Hired,
APP000933,CAN000177,2024-11-18,ALT / English Teacher,REC015,2024-11-27,,,,2024-12-05,Rejected,Work Eligibility
APP000934,CAN000708,2022-01-06,Experienced Teacher,REC009,2022-01-14,2022-01-15,,,2022-01-23,Rejected,Language Requirements
APP000935,CAN001434,2026-05-11,ALT / English Teacher,REC018,2026-05-16,2026-05-17,2026-05-19,2026-05-25,,Hired,
APP000936,CAN001161,2022-06-05,ALT / English Teacher,REC023,2022-06-07,2022-06-08,2022-06-11,2022-06-14,,Hired,
APP000937,CAN001827,2024-07-12,ALT / English Teacher,REC013,2024-07-20,2024-07-30,,,2024-08-04,Rejected,Interview Result
APP000938,CAN000406,2024-09-12,Experienced Teacher,REC024,2024-09-18,2024-10-02,,,,Interviewing,
APP000939,CAN000818,2025-09-05,Senior Teacher,REC018,2025-09-06,,,,,Hired,
APP000940,CAN000360,2025-05-20,ALT / English Teacher,REC021,2025-05-26,2025-05-28,,,2025-05-26,Rejected,Experience
APP000941,CAN000307,2026-06-27,Experienced Teacher,REC002,,,,,,Withdrawn,
APP000942,CAN001438,2022-12-15,ALT / English Teacher,REC008,2022-12-20,2022-12-23,,,,Interviewing,
APP000943,CAN001949,2023-11-01,Senior Teacher,REC014,2023-11-09,2023-11-20,2023-11-21,2023-11-26,,Hired,
APP000944,CAN001759,2021-08-22,Experienced Teacher,REC015,2021-08-28,2021-08-30,2021-09-02,2021-09-08,,Hired,
APP000945,CAN000807,2026-05-17,ALT / English Teacher,REC016,2026-05-21,2026-05-29,2026-05-30,2026-06-06,,Hired,
APP000946,CAN001324,2026-04-14,ALT / English Teacher,REC023,2026-04-15,2026-04-22,,,2026-04-28,Rejected,Work Eligibility
APP000947,CAN000609,2026-09-01,Experienced Teacher,REC007,2026-09-08,2026-09-16,,,2026-09-22,Rejected,Interview Result
APP000948,CAN001776,2021-07-13,ALT / English Teacher,REC003,2021-07-23,2021-08-06,,,2021-07-27,Rejected,Interview Result
APP000949,CAN001555,2023-01-03,Senior Teacher,REC009,,,,,,Withdrawn,
APP000950,CAN001224,2025-04-14,ALT / English Teacher,REC001,2025-04-20,2025-04-27,,,2025-04-23,Rejected,Experience
APP000951,CAN001306,2024-07-22,ALT / English Teacher,REC006,2024-07-30,2024-08-03,2024-08-09,2024-08-13,,Hired,
APP000952,CAN000296,2022-12-03,ALT / English Teacher,REC004,2022-12-05,2022-12-11,,,2022-12-31,Rejected,Language Requirements
APP000953,CAN001926,2024-05-08,Senior Teacher,REC011,2024-05-16,2024-05-24,,,,Interviewing,
APP000954,CAN001457,2025-05-11,Senior Teacher,REC007,2025-05-12,,,,,Hired,
APP000955,CAN001491,2021-01-03,Experienced Teacher,REC006,2021-01-09,2021-01-15,2021-01-21,2021-01-22,,Hired,
APP000956,CAN000384,2022-02-02,Experienced Teacher,REC008,,,,,,Withdrawn,
APP000957,CAN000365,2022-12-17,Experienced Teacher,REC010,2022-12-21,2022-12-24,2022-12-28,2022-12-30,,Hired,
APP000958,CAN000577,2023-07-24,ALT / English Teacher,REC025,,,,,,Withdrawn,
APP000959,CAN001878,2024-05-28,Experienced Teacher,REC022,2024-06-04,2024-06-14,2024-06-16,2024-06-18,,Hired,
APP000960,CAN000588,2022-10-23,Experienced Teacher,REC008,2022-10-24,,,,,Hired,
APP000961,CAN001860,2021-07-01,Senior Teacher,REC006,2021-07-06,2021-07-07,,,,Interviewing,
APP000962,CAN000915,2025-10-19,Experienced Teacher,REC021,2025-10-20,2025-10-30,,,2025-10-28,Rejected,Language Requirements
APP000963,CAN000017,2022-06-28,Experienced Teacher,REC008,2022-07-06,2022-07-10,2022-07-11,2022-07-18,,Hired,
APP000964,CAN000888,2026-02-28,Experienced Teacher,REC009,2026-03-08,,,,2026-03-04,Rejected,Experience
APP000965,CAN000041,2023-09-25,Senior Teacher,REC013,2023-10-05,,,,2023-10-08,Rejected,Work Eligibility
APP000966,CAN000361,2023-09-13,Senior Teacher,REC024,2023-09-21,2023-09-28,,,,Interviewing,
APP000967,CAN001718,2024-06-18,ALT / English Teacher,REC020,2024-06-21,,,,2024-07-01,Rejected,Work Eligibility
APP000968,CAN001701,2025-02-11,Experienced Teacher,REC017,2025-02-17,2025-02-23,2025-02-26,2025-03-05,,Hired,
APP000969,CAN000639,2025-05-21,Senior Teacher,REC020,2025-05-31,2025-06-01,,,,Interviewing,
APP000970,CAN001294,2026-10-26,ALT / English Teacher,REC004,2026-11-01,2026-11-03,,,2026-11-08,Rejected,Language Requirements
APP000971,CAN000537,2022-03-12,Senior Teacher,REC006,,,,,,Withdrawn,
APP000972,CAN001681,2023-07-16,Senior Teacher,REC020,2023-07-23,2023-07-24,2023-07-30,2023-07-31,,Hired,
APP000973,CAN000005,2026-07-21,Experienced Teacher,REC015,2026-07-26,2026-08-01,2026-08-04,2026-08-10,,Hired,
APP000974,CAN000486,2026-04-20,ALT / English Teacher,REC012,2026-04-26,2026-05-10,2026-05-13,2026-05-15,,Hired,
APP000975,CAN001375,2024-07-15,Senior Teacher,REC010,2024-07-20,2024-07-23,2024-07-30,2024-08-02,,Hired,
APP000976,CAN001724,2023-11-08,Experienced Teacher,REC004,2023-11-16,,,,2023-11-18,Rejected,Work Eligibility
APP000977,CAN000389,2024-04-28,Experienced Teacher,REC017,2024-04-30,2024-05-08,2024-05-16,2024-05-17,,Hired,
APP000978,CAN000025,2025-07-10,Senior Teacher,REC022,2025-07-16,2025-07-29,,,,Interviewing,
APP000979,CAN000819,2023-10-20,ALT / English Teacher,REC014,2023-10-22,2023-11-05,2023-11-13,2023-11-20,,Hired,
APP000980,CAN001100,2024-09-10,ALT / English Teacher,REC014,2024-09-17,2024-09-24,2024-09-30,2024-10-01,,Hired,
APP000981,CAN000700,2023-12-24,Senior Teacher,REC015,2023-12-25,2024-01-01,2024-01-08,2024-01-15,,Hired,
APP000982,CAN000788,2025-02-03,Experienced Teacher,REC001,2025-02-10,2025-02-23,,,2025-02-24,Rejected,Work Eligibility
APP000983,CAN001637,2023-09-20,Experienced Teacher,REC021,2023-09-30,2023-10-04,,,,Interviewing,
APP000984,CAN001196,2021-05-23,Senior Teacher,REC017,2021-05-29,2021-05-30,,,2021-05-26,Rejected,Work Eligibility
APP000985,CAN001718,2025-01-16,Senior Teacher,REC004,2025-01-23,2025-01-28,2025-02-05,2025-02-10,,Hired,
APP000986,CAN001809,2025-08-14,Senior Teacher,REC007,2025-08-15,2025-08-21,,,2025-09-03,Rejected,Interview Result
APP000987,CAN001128,2025-02-17,Experienced Teacher,REC025,,,,,,Withdrawn,
APP000988,CAN001895,2025-01-07,Senior Teacher,REC024,2025-01-13,2025-01-15,,,2025-01-20,Rejected,Work Eligibility
APP000989,CAN000952,2023-03-17,ALT / English Teacher,REC024,2023-03-22,2023-03-29,,,2023-04-11,Rejected,Position Filled
APP000990,CAN000154,2026-09-16,Experienced Teacher,REC001,2026-09-19,2026-09-21,,,2026-09-23,Rejected,Availability
APP000991,CAN000480,2022-03-26,ALT / English Teacher,REC005,2022-04-01,2022-04-06,,,2022-04-24,Rejected,Availability
APP000992,CAN000061,2025-11-11,Senior Teacher,REC015,2025-11-14,2025-11-19,2025-11-24,2025-11-28,,Hired,
APP000993,CAN000284,2023-07-04,ALT / English Teacher,REC009,2023-07-11,2023-07-12,,,2023-07-09,Rejected,Position Filled
APP000994,CAN001614,2024-06-13,Senior Teacher,REC019,,,,,,Withdrawn,
APP000995,CAN001496,2026-08-15,Experienced Teacher,REC003,2026-08-20,2026-08-22,2026-08-28,2026-08-30,,Hired,
APP000996,CAN000086,2025-12-08,Senior Teacher,REC006,2025-12-18,2025-12-28,2026-01-01,2026-01-06,,Hired,
APP000997,CAN001336,2023-07-17,ALT / English Teacher,REC017,2023-07-18,2023-07-19,2023-07-26,2023-07-29,,Hired,
APP000998,CAN000700,2021-12-27,ALT / English Teacher,REC020,2022-01-02,2022-01-14,2022-01-20,2022-01-23,,Hired,
APP000999,CAN000205,2026-06-13,ALT / English Teacher,REC002,2026-06-15,2026-06-28,2026-06-29,2026-07-01,,Hired,
APP001000,CAN001438,2021-04-19,ALT / English Teacher,REC013,2021-04-24,2021-05-02,,,2021-05-08,Rejected,Language Requirements
APP001001,CAN000621,2023-06-04,Experienced Teacher,REC014,,,,,,Withdrawn,
APP001002,CAN001391,2024-10-02,ALT / English Teacher,REC015,2024-10-06,2024-10-20,2024-10-23,2024-10-30,,Hired,
APP001003,CAN001295,2022-03-23,Experienced Teacher,REC007,,,,,,Withdrawn,
APP001004,CAN001807,2023-05-15,ALT / English Teacher,REC015,2023-05-21,2023-05-24,,,2023-05-24,Rejected,Language Requirements
APP001005,CAN001503,2022-11-02,Experienced Teacher,REC015,2022-11-11,2022-11-18,,,2022-11-05,Rejected,Interview Result
APP001006,CAN000240,2021-02-17,Senior Teacher,REC019,2021-02-25,,,,2021-03-19,Rejected,Experience
APP001007,CAN000834,2021-07-04,Experienced Teacher,REC021,2021-07-10,2021-07-14,,,2021-07-07,Rejected,Position Filled
APP001008,CAN000065,2022-09-14,ALT / English Teacher,REC009,,,,,,Withdrawn,
APP001009,CAN001371,2026-05-07,Senior Teacher,REC012,2026-05-13,2026-05-20,,,2026-05-27,Rejected,Interview Result
APP001010,CAN001990,2025-12-07,Senior Teacher,REC018,,,,,,Withdrawn,
APP001011,CAN000701,2025-07-13,ALT / English Teacher,REC010,2025-07-20,2025-07-22,2025-07-26,2025-07-31,,Hired,
APP001012,CAN000250,2022-08-11,ALT / English Teacher,REC006,2022-08-16,,,,,Hired,
APP001013,CAN001232,2022-04-01,Experienced Teacher,REC003,2022-04-06,2022-04-10,2022-04-17,2022-04-19,,Hired,
APP001014,CAN001286,2026-05-09,Experienced Teacher,REC006,2026-05-18,2026-05-28,2026-06-01,2026-06-04,,Hired,
APP001015,CAN000022,2022-03-03,Experienced Teacher,REC011,2022-03-10,2022-03-19,,,,Interviewing,
APP001016,CAN001207,2024-04-16,ALT / English Teacher,REC024,2024-04-24,2024-04-28,,,2024-05-07,Rejected,Work Eligibility
APP001017,CAN001676,2022-10-13,Senior Teacher,REC024,2022-10-21,2022-10-24,2022-11-03,2022-11-07,,Hired,
APP001018,CAN000986,2021-11-10,ALT / English Teacher,REC012,2021-11-14,,,,,Hired,
APP001019,CAN001696,2022-07-17,ALT / English Teacher,REC017,2022-07-23,2022-07-28,2022-08-02,2022-08-09,,Hired,
APP001020,CAN001027,2022-03-26,Experienced Teacher,REC009,2022-03-29,,,,2022-04-23,Rejected,Work Eligibility
APP001021,CAN001047,2025-06-24,ALT / English Teacher,REC025,2025-06-26,2025-06-30,2025-07-09,2025-07-10,,Hired,
APP001022,CAN000865,2024-04-26,Senior Teacher,REC003,2024-04-30,2024-05-03,,,,Interviewing,
APP001023,CAN001163,2023-03-28,Experienced Teacher,REC024,2023-04-06,2023-04-14,,,2023-04-22,Rejected,Work Eligibility
APP001024,CAN001813,2021-03-25,Senior Teacher,REC003,2021-04-03,2021-04-15,2021-04-23,2021-04-28,,Hired,
APP001025,CAN000739,2023-06-03,ALT / English Teacher,REC022,2023-06-11,2023-06-20,2023-06-22,2023-06-27,,Hired,
APP001026,CAN000893,2023-09-07,Senior Teacher,REC005,2023-09-15,2023-09-17,,,2023-09-27,Rejected,Work Eligibility
APP001027,CAN000145,2026-07-11,ALT / English Teacher,REC015,2026-07-19,2026-07-21,2026-07-26,2026-08-01,,Hired,
APP001028,CAN000048,2024-03-04,Experienced Teacher,REC001,,,,,,Withdrawn,
APP001029,CAN001464,2023-05-28,ALT / English Teacher,REC011,2023-05-29,2023-06-04,,,2023-06-17,Rejected,Work Eligibility
APP001030,CAN000666,2026-09-09,Experienced Teacher,REC024,,,,,,Withdrawn,
APP001031,CAN001765,2021-03-06,ALT / English Teacher,REC005,2021-03-15,2021-03-25,,,2021-04-02,Rejected,Availability
APP001032,CAN000526,2024-05-24,Experienced Teacher,REC002,2024-05-25,2024-05-31,,,2024-06-10,Rejected,Language Requirements
APP001033,CAN000248,2025-12-15,ALT / English Teacher,REC020,2025-12-23,2026-01-03,2026-01-05,2026-01-11,,Hired,
APP001034,CAN001810,2026-02-17,ALT / English Teacher,REC003,2026-02-26,2026-03-06,2026-03-09,2026-03-12,,Hired,
APP001035,CAN000482,2021-07-02,Experienced Teacher,REC018,2021-07-04,2021-07-16,2021-07-21,2021-07-24,,Hired,
APP001036,CAN000836,2022-01-16,Experienced Teacher,REC024,2022-01-22,2022-02-04,,,2022-02-13,Rejected,Language Requirements
APP001037,CAN001626,2022-06-12,ALT / English Teacher,REC013,2022-06-21,2022-06-29,2022-07-07,2022-07-12,,Hired,
APP001038,CAN001530,2024-11-02,Experienced Teacher,REC021,2024-11-09,2024-11-17,2024-11-27,2024-12-04,,Hired,
APP001039,CAN000213,2021-02-20,ALT / English Teacher,REC016,2021-03-02,,,,,Interviewing,
APP001040,CAN000097,2021-07-17,Senior Teacher,REC018,2021-07-23,2021-07-30,2021-08-06,2021-08-10,,Hired,
APP001041,CAN000180,2021-01-25,Senior Teacher,REC003,2021-01-28,,,,,Interviewing,
APP001042,CAN000065,2021-02-28,Experienced Teacher,REC005,2021-03-08,2021-03-17,2021-03-18,2021-03-24,,Hired,
APP001043,CAN001881,2024-04-14,ALT / English Teacher,REC005,2024-04-16,2024-04-20,,,2024-05-08,Rejected,Availability
APP001044,CAN000371,2026-10-09,Experienced Teacher,REC023,2026-10-12,,,,2026-10-28,Rejected,Position Filled
APP001045,CAN001970,2023-08-14,ALT / English Teacher,REC013,2023-08-22,,,,,Interviewing,
APP001046,CAN000836,2026-10-16,Experienced Teacher,REC016,2026-10-23,2026-10-29,2026-11-02,2026-11-05,,Hired,
APP001047,CAN000188,2025-04-21,Senior Teacher,REC008,2025-04-28,2025-05-03,2025-05-10,2025-05-14,,Hired,
APP001048,CAN001163,2025-10-11,Experienced Teacher,REC013,2025-10-15,2025-10-27,2025-11-01,2025-11-06,,Hired,
APP001049,CAN001453,2023-01-07,Senior Teacher,REC006,2023-01-14,2023-01-15,2023-01-19,2023-01-22,,Hired,
APP001050,CAN000370,2026-05-03,ALT / English Teacher,REC020,2026-05-06,,,,2026-05-31,Rejected,Interview Result
APP001051,CAN000589,2022-08-03,Senior Teacher,REC005,2022-08-12,,,,,Hired,
APP001052,CAN000212,2024-09-02,Senior Teacher,REC011,2024-09-09,2024-09-19,2024-09-26,2024-09-28,,Hired,
APP001053,CAN000120,2021-05-23,Senior Teacher,REC009,,,,,,Withdrawn,
APP001054,CAN001785,2025-08-19,ALT / English Teacher,REC004,2025-08-27,,,,2025-09-08,Rejected,Work Eligibility
APP001055,CAN001952,2026-02-04,ALT / English Teacher,REC009,2026-02-11,2026-02-21,2026-02-27,2026-03-05,,Hired,
APP001056,CAN000268,2026-05-13,ALT / English Teacher,REC007,2026-05-14,2026-05-24,,,2026-05-25,Rejected,Interview Result
APP001057,CAN001265,2022-04-20,Senior Teacher,REC018,2022-04-24,,,,2022-05-01,Rejected,Position Filled
APP001058,CAN000493,2021-06-09,Experienced Teacher,REC008,2021-06-19,2021-06-24,2021-06-28,2021-07-05,,Hired,
APP001059,CAN000331,2021-11-02,Senior Teacher,REC003,2021-11-11,2021-11-18,,,2021-11-19,Rejected,Availability
APP001060,CAN001209,2021-12-22,Senior Teacher,REC012,2021-12-30,2022-01-06,2022-01-13,2022-01-14,,Hired,
APP001061,CAN000617,2024-01-12,Senior Teacher,REC021,2024-01-19,2024-01-28,2024-02-04,2024-02-07,,Hired,
APP001062,CAN001988,2022-08-07,ALT / English Teacher,REC004,2022-08-15,2022-08-16,,,2022-09-05,Rejected,Availability
APP001063,CAN000785,2021-09-05,Senior Teacher,REC020,2021-09-15,,,,,Hired,
APP001064,CAN000428,2022-04-07,ALT / English Teacher,REC011,,,,,,Withdrawn,
APP001065,CAN000136,2021-03-19,Experienced Teacher,REC023,2021-03-25,2021-04-08,2021-04-09,2021-04-14,,Hired,
APP001066,CAN001824,2022-12-22,Senior Teacher,REC005,2022-12-26,,,,2023-01-10,Rejected,Availability
APP001067,CAN000625,2024-03-15,Experienced Teacher,REC016,2024-03-16,2024-03-28,,,2024-04-06,Rejected,Availability
APP001068,CAN001669,2024-06-10,Experienced Teacher,REC025,,,,,,Withdrawn,
APP001069,CAN001933,2022-12-11,Senior Teacher,REC017,2022-12-21,2022-12-29,,,,Interviewing,
APP001070,CAN001033,2022-11-10,ALT / English Teacher,REC025,2022-11-18,,,,,Interviewing,
APP001071,CAN001157,2024-09-24,Experienced Teacher,REC018,2024-09-30,2024-10-01,,,2024-10-12,Rejected,Interview Result
APP001072,CAN001671,2022-03-07,Senior Teacher,REC002,2022-03-17,,,,,Hired,
APP001073,CAN001194,2025-05-08,ALT / English Teacher,REC019,2025-05-10,2025-05-14,2025-05-23,2025-05-25,,Hired,
APP001074,CAN001245,2021-01-14,Senior Teacher,REC017,2021-01-21,2021-01-30,,,,Interviewing,
APP001075,CAN000190,2022-08-08,Senior Teacher,REC022,2022-08-17,2022-08-18,,,2022-08-28,Rejected,Experience
APP001076,CAN000835,2022-05-26,Senior Teacher,REC014,2022-05-27,2022-06-08,2022-06-09,2022-06-12,,Hired,
APP001077,CAN001074,2025-07-21,Senior Teacher,REC016,2025-07-30,,,,,Hired,
APP001078,CAN001507,2023-08-25,Senior Teacher,REC016,2023-08-28,2023-09-08,,,,Interviewing,
APP001079,CAN000426,2024-01-06,ALT / English Teacher,REC014,2024-01-11,2024-01-22,2024-01-26,2024-02-01,,Hired,
APP001080,CAN001099,2022-02-27,Experienced Teacher,REC024,2022-03-06,2022-03-16,2022-03-22,2022-03-24,,Hired,
APP001081,CAN000432,2022-05-28,ALT / English Teacher,REC010,2022-06-05,2022-06-17,2022-06-18,2022-06-24,,Hired,
APP001082,CAN000486,2022-03-10,ALT / English Teacher,REC023,2022-03-16,2022-03-20,2022-03-22,2022-03-26,,Hired,
APP001083,CAN001650,2025-03-06,Senior Teacher,REC007,2025-03-08,2025-03-15,,,,Interviewing,
APP001084,CAN000492,2023-08-28,Senior Teacher,REC008,2023-08-31,2023-09-04,2023-09-08,2023-09-10,,Hired,
APP001085,CAN000442,2024-02-09,Experienced Teacher,REC022,,,,,,Withdrawn,
APP001086,CAN001240,2023-09-05,ALT / English Teacher,REC004,2023-09-11,,,,,Hired,
APP001087,CAN000517,2024-05-06,Experienced Teacher,REC020,2024-05-16,2024-05-24,2024-05-27,2024-05-31,,Hired,
APP001088,CAN000342,2025-06-17,ALT / English Teacher,REC003,2025-06-19,2025-06-22,2025-07-02,2025-07-07,,Hired,
APP001089,CAN000664,2022-06-27,Experienced Teacher,REC006,2022-07-01,,,,,Hired,
