survey_id,employee_id,survey_date,overall_satisfaction,management_satisfaction,compensation_satisfaction,training_satisfaction,assignment_satisfaction,work_life_balance,career_satisfaction,commute_satisfaction,engagement_score,would_recommend,comments
SURV0001927,DUD100239,2024-03-04,5,5,5,4,4,5,5,5,4,True,
SURV0001928,DUD100239,2024-04-15,4,3,4,4,3,5,4,5,4,True,
SURV0001929,DUD100239,2024-05-28,5,5,5,5,5,4,5,5,5,True,
SURV0001930,DUD100239,2024-06-15,5,5,5,5,5,5,5,5,5,True,
SURV0001931,DUD100239,2024-07-18,3,3,2,4,3,4,4,2,3,False,
SURV0001932,DUD100239,2024-08-24,3,3,3,2,4,2,2,4,4,False,
SURV0001933,DUD100240,2021-12-20,4,3,3,4,4,4,4,3,5,True,
SURV0001934,DUD100240,2022-01-27,4,3,4,3,4,5,5,5,5,True,
SURV0001935,DUD100240,2022-02-02,3,2,2,3,3,4,4,3,3,False,
SURV0001936,DUD100240,2022-03-07,4,4,4,4,4,5,4,3,4,True,
SURV0001937,DUD100241,2021-02-20,3,3,4,3,4,3,3,2,4,False,
SURV0001938,DUD100241,2021-03-04,4,4,4,4,4,4,5,4,4,True,
SURV0001939,DUD100241,2021-04-13,4,4,4,4,5,5,4,4,5,True,
SURV0001940,DUD100241,2021-05-20,4,4,3,3,4,4,3,4,3,True,
SURV0001941,DUD100241,2021-06-02,4,4,4,4,4,5,5,5,3,True,
SURV0001942,DUD100241,2021-07-16,3,3,4,4,3,3,3,3,2,False,
SURV0001943,DUD100241,2021-08-28,5,4,5,4,5,5,5,4,4,True,
SURV0001944,DUD100241,2021-09-13,2,2,2,3,2,3,3,2,2,False,
SURV0001945,DUD100241,2021-10-13,3,3,3,3,3,3,2,2,3,False,
SURV0001946,DUD100241,2021-11-11,4,3,5,3,3,5,5,4,4,True,
SURV0001947,DUD100241,2021-12-27,3,2,2,2,3,2,2,3,4,False,
SURV0001948,DUD100242,2024-09-08,3,3,4,2,3,2,3,2,2,False,
SURV0001949,DUD100242,2024-10-14,4,4,5,4,4,5,5,4,3,True,
SURV0001950,DUD100242,2024-11-02,4,4,4,4,5,4,3,3,3,True,
SURV0001951,DUD100242,2024-12-08,4,4,5,4,5,3,4,5,5,True,
SURV0001952,DUD100243,2023-01-24,5,5,5,5,5,5,5,4,4,True,
SURV0001953,DUD100243,2023-02-14,4,4,5,4,5,3,5,3,5,True,
SURV0001954,DUD100243,2023-03-08,3,3,3,4,3,2,2,3,2,False,
SURV0001955,DUD100243,2023-04-17,4,4,3,4,3,4,4,5,4,True,
SURV0001956,DUD100243,2023-05-12,3,3,4,3,3,2,2,4,3,False,
SURV0001957,DUD100243,2023-06-13,5,5,5,4,5,5,5,5,5,True,
SURV0001958,DUD100243,2023-07-16,4,4,4,4,4,3,5,4,5,True,
SURV0001959,DUD100244,2023-05-22,4,4,5,4,3,4,3,4,4,True,
SURV0001960,DUD100244,2023-06-11,1,1,2,1,1,1,1,2,1,False,
SURV0001961,DUD100244,2023-07-05,5,5,5,4,5,5,4,5,5,True,
SURV0001962,DUD100244,2023-08-23,3,3,2,4,3,3,2,4,3,False,
SURV0001963,DUD100244,2023-09-24,4,4,5,3,5,3,4,4,5,True,
SURV0001964,DUD100244,2023-10-20,4,4,4,5,4,4,4,5,3,True,
SURV0001965,DUD100244,2023-11-18,2,2,3,2,2,2,2,2,1,False,
SURV0001966,DUD100244,2023-12-13,5,5,5,5,5,5,5,5,5,True,
SURV0001967,DUD100244,2024-01-19,4,4,5,4,3,4,4,5,4,True,
SURV0001968,DUD100244,2024-02-16,2,3,3,3,2,1,1,1,2,False,
SURV0001969,DUD100244,2024-03-28,2,1,1,2,2,2,3,3,2,False,
SURV0001970,DUD100244,2024-04-07,4,4,4,4,5,3,3,4,4,True,
SURV0001971,DUD100245,2022-01-07,5,5,5,5,5,5,5,5,5,True,
SURV0001972,DUD100245,2022-02-15,5,5,4,5,5,5,4,4,4,True,
SURV0001973,DUD100245,2022-03-08,5,5,5,5,5,4,5,5,4,True,
SURV0001974,DUD100245,2022-04-25,5,5,4,5,4,4,5,5,4,True,
SURV0001975,DUD100245,2022-05-16,5,5,4,4,5,4,5,4,5,True,
SURV0001976,DUD100245,2022-06-23,5,5,5,4,5,5,5,5,5,True,
SURV0001977,DUD100245,2022-07-14,3,3,3,4,4,3,3,4,3,False,
SURV0001978,DUD100245,2022-08-16,5,4,4,5,5,4,4,5,5,True,
SURV0001979,DUD100245,2022-09-10,4,4,5,3,4,3,4,4,5,True,
SURV0001980,DUD100245,2022-10-10,3,2,3,3,3,2,3,3,4,False,
SURV0001981,DUD100246,2024-06-03,4,5,3,5,4,4,4,3,4,True,
SURV0001982,DUD100246,2024-07-02,5,5,5,5,4,5,5,4,4,True,
SURV0001983,DUD100246,2024-08-05,4,4,3,3,3,5,3,5,3,True,
SURV0001984,DUD100246,2024-09-08,5,5,5,5,4,5,5,5,5,True,
SURV0001985,DUD100246,2024-10-01,5,4,5,5,4,4,5,5,5,True,
SURV0001986,DUD100246,2024-11-18,4,4,4,4,3,4,4,5,3,True,
SURV0001987,DUD100247,2023-07-15,4,4,5,4,4,4,4,4,3,True,
SURV0001988,DUD100247,2023-08-07,5,5,5,4,5,5,5,5,5,True,
SURV0001989,DUD100247,2023-09-13,3,4,3,2,2,2,4,3,2,False,
SURV0001990,DUD100247,2023-10-08,5,5,5,5,4,5,5,5,5,True,
SURV0001991,DUD100247,2023-11-16,5,5,5,5,4,5,4,5,5,True,
SURV0001992,DUD100247,2023-12-11,4,5,4,4,4,3,4,4,3,True,
SURV0001993,DUD100247,2024-01-26,3,3,3,3,4,2,2,3,3,False,
SURV0001994,DUD100247,2024-02-04,4,4,5,4,4,4,3,5,4,True,
SURV0001995,DUD100247,2024-03-05,5,5,5,4,5,4,4,5,5,True,
SURV0001996,DUD100247,2024-04-04,4,4,4,5,5,4,5,4,4,True,
SURV0001997,DUD100248,2021-01-13,5,5,5,5,5,5,5,5,5,True,
SURV0001998,DUD100248,2021-02-01,4,5,3,4,3,4,4,4,4,True,
SURV0001999,DUD100248,2021-03-04,4,5,4,3,3,3,4,4,4,True,
SURV0002000,DUD100248,2021-04-23,5,4,4,5,4,5,4,5,4,True,
SURV0002001,DUD100248,2021-05-04,4,5,5,4,3,3,4,5,3,True,
SURV0002002,DUD100248,2021-06-03,4,4,3,3,3,3,3,4,5,True,
SURV0002003,DUD100248,2021-07-05,4,4,5,4,4,4,4,5,3,True,
SURV0002004,DUD100248,2021-08-19,4,4,4,5,4,4,4,4,4,True,
SURV0002005,DUD100248,2021-09-28,4,4,5,4,5,4,4,5,4,True,
SURV0002006,DUD100248,2021-10-18,2,2,2,3,2,2,2,2,1,False,
SURV0002007,DUD100249,2024-12-09,5,5,4,5,4,5,4,5,5,True,
SURV0002008,DUD100249,2025-01-10,4,4,5,3,4,4,4,5,3,True,
SURV0002009,DUD100249,2025-02-28,5,4,4,5,5,4,5,4,5,True,
SURV0002010,DUD100249,2025-03-07,4,3,4,5,4,3,4,4,4,True,
SURV0002011,DUD100249,2025-04-01,2,2,3,3,1,1,2,2,2,False,
SURV0002012,DUD100249,2025-05-07,5,4,5,5,5,5,5,5,5,True,
SURV0002013,DUD100249,2025-06-26,3,4,2,2,4,3,2,4,2,False,
SURV0002014,DUD100249,2025-07-03,3,4,3,3,4,2,2,2,3,False,
SURV0002015,DUD100249,2025-08-26,3,2,3,2,3,3,3,3,3,False,
SURV0002016,DUD100249,2025-09-10,4,4,3,4,5,4,5,3,5,True,
SURV0002017,DUD100249,2025-10-25,3,2,3,4,3,3,4,3,4,False,
SURV0002018,DUD100250,2023-08-19,4,4,4,4,4,5,3,4,5,True,
SURV0002019,DUD100250,2023-09-19,4,4,5,4,5,4,5,5,5,True,
SURV0002020,DUD100250,2023-10-09,4,3,4,5,5,4,4,5,4,True,
SURV0002021,DUD100250,2023-11-05,2,1,3,2,2,3,2,2,2,False,
SURV0002022,DUD100251,2021-05-21,5,5,4,5,4,5,4,5,5,True,
SURV0002023,DUD100251,2021-06-23,4,5,4,4,4,4,4,4,4,True,
SURV0002024,DUD100251,2021-07-20,4,4,4,4,3,4,5,3,4,True,
SURV0002025,DUD100251,2021-08-04,4,4,5,5,4,4,4,4,5,True,
SURV0002026,DUD100251,2021-09-16,2,3,3,1,1,3,2,1,2,False,
SURV0002027,DUD100251,2021-10-26,2,2,2,3,3,3,2,1,2,False,
SURV0002028,DUD100252,2021-09-24,2,2,3,1,1,3,1,2,3,False,
SURV0002029,DUD100252,2021-10-22,3,3,3,2,3,3,3,3,2,False,
SURV0002030,DUD100252,2021-11-25,4,3,3,3,3,5,5,4,4,True,
SURV0002031,DUD100252,2021-12-21,3,4,3,3,4,3,3,3,3,False,
SURV0002032,DUD100252,2022-01-24,3,3,2,3,4,2,3,4,3,False,
SURV0002033,DUD100252,2022-02-28,3,4,4,4,3,4,3,2,2,False,
SURV0002034,DUD100252,2022-03-08,4,3,3,3,3,3,5,4,4,True,
SURV0002035,DUD100252,2022-04-04,3,2,4,3,2,3,3,2,4,False,
SURV0002036,DUD100252,2022-05-25,5,5,5,5,5,5,4,5,5,True,
SURV0002037,DUD100252,2022-06-20,5,5,5,5,4,4,4,5,5,True,
SURV0002038,DUD100252,2022-07-03,4,4,5,4,5,4,3,4,4,True,
SURV0002039,DUD100252,2022-08-08,4,4,3,5,4,4,4,5,5,True,
SURV0002040,DUD100253,2024-09-10,1,1,1,1,1,2,2,1,2,False,
SURV0002041,DUD100253,2024-10-09,5,5,5,5,4,4,5,5,5,True,
SURV0002042,DUD100253,2024-11-05,5,5,5,4,5,4,5,5,5,True,
SURV0002043,DUD100253,2024-12-18,2,2,1,2,2,2,2,1,2,False,
SURV0002044,DUD100254,2021-11-04,3,2,2,3,2,2,2,2,4,False,
SURV0002045,DUD100254,2021-12-04,4,4,4,5,3,5,4,4,5,True,
SURV0002046,DUD100254,2022-01-24,4,3,5,3,4,3,4,5,4,True,
SURV0002047,DUD100254,2022-02-06,4,4,4,5,4,3,5,3,5,True,
SURV0002048,DUD100254,2022-03-16,4,4,5,4,5,3,4,5,4,True,
SURV0002049,DUD100254,2022-04-16,1,1,1,1,1,1,1,1,1,False,
SURV0002050,DUD100254,2022-05-13,5,5,4,4,4,4,5,5,5,True,
SURV0002051,DUD100254,2022-06-14,2,3,3,1,3,2,1,2,2,False,
SURV0002052,DUD100254,2022-07-25,4,4,4,4,3,4,4,4,3,True,
SURV0002053,DUD100255,2022-12-02,5,4,5,5,5,5,5,5,5,True,
SURV0002054,DUD100255,2023-01-03,4,4,5,3,5,4,4,4,4,True,
SURV0002055,DUD100255,2023-02-08,4,4,5,4,4,4,4,4,3,True,
SURV0002056,DUD100255,2023-03-10,4,4,3,4,4,4,5,4,4,True,
SURV0002057,DUD100256,2021-04-25,5,4,5,5,5,5,5,5,5,True,
SURV0002058,DUD100256,2021-05-21,5,5,5,5,5,4,5,5,5,True,
SURV0002059,DUD100256,2021-06-07,3,3,3,2,4,3,4,3,3,False,
SURV0002060,DUD100256,2021-07-20,4,5,4,3,4,4,4,4,5,True,
SURV0002061,DUD100256,2021-08-18,5,4,5,4,5,5,5,4,5,True,
SURV0002062,DUD100256,2021-09-18,4,3,3,3,3,4,3,4,4,True,
SURV0002063,DUD100256,2021-10-08,4,3,5,4,4,5,3,5,3,True,
SURV0002064,DUD100256,2021-11-21,3,3,2,2,3,3,2,4,3,False,
SURV0002065,DUD100256,2021-12-28,4,4,5,4,5,5,4,4,4,True,
SURV0002066,DUD100257,2023-06-08,5,5,5,5,5,5,4,5,5,True,
SURV0002067,DUD100257,2023-07-12,5,5,5,5,4,5,5,5,4,True,
SURV0002068,DUD100257,2023-08-02,4,5,5,5,4,4,5,4,4,True,
SURV0002069,DUD100257,2023-09-25,4,4,5,3,5,4,4,4,5,True,
SURV0002070,DUD100257,2023-10-21,2,3,2,2,1,2,2,2,1,False,
SURV0002071,DUD100257,2023-11-09,5,5,5,5,4,5,5,5,5,True,
SURV0002072,DUD100257,2023-12-05,5,5,5,5,5,5,5,5,5,True,
SURV0002073,DUD100257,2024-01-04,4,4,4,3,3,3,4,4,4,True,
SURV0002074,DUD100257,2024-02-02,5,5,4,5,5,4,4,5,4,True,
SURV0002075,DUD100257,2024-03-12,2,3,2,3,1,2,1,3,2,False,
SURV0002076,DUD100258,2023-12-21,4,4,5,4,3,3,4,4,4,True,
SURV0002077,DUD100258,2024-01-03,4,5,3,4,4,4,3,3,3,True,
SURV0002078,DUD100258,2024-02-11,3,3,2,3,3,3,3,3,3,False,
SURV0002079,DUD100258,2024-03-13,2,2,2,1,1,2,1,3,2,False,
SURV0002080,DUD100258,2024-04-14,4,3,3,4,4,4,4,4,5,True,
SURV0002081,DUD100258,2024-05-22,5,5,5,4,5,5,5,5,5,True,
SURV0002082,DUD100258,2024-06-16,5,5,4,4,5,5,5,5,4,True,
SURV0002083,DUD100258,2024-07-17,3,3,2,2,4,3,3,4,3,False,
SURV0002084,DUD100258,2024-08-25,4,5,4,4,5,5,4,4,4,True,
SURV0002085,DUD100259,2021-07-04,4,4,4,3,4,3,5,3,5,True,
SURV0002086,DUD100259,2021-08-01,4,4,3,4,3,4,4,4,3,True,
SURV0002087,DUD100259,2021-09-18,5,5,5,4,4,5,4,5,5,True,
SURV0002088,DUD100259,2021-10-26,4,5,5,5,4,4,4,4,5,True,
SURV0002089,DUD100260,2023-11-05,5,5,5,5,5,5,5,5,5,True,
SURV0002090,DUD100260,2023-12-27,3,4,3,3,3,2,4,3,3,False,
SURV0002091,DUD100260,2024-01-24,3,3,2,3,2,3,3,3,3,False,
SURV0002092,DUD100260,2024-02-18,4,5,5,5,3,4,4,5,4,True,
SURV0002093,DUD100260,2024-03-18,3,4,3,4,3,3,4,4,3,False,
SURV0002094,DUD100260,2024-04-06,4,4,3,4,5,4,5,4,4,True,
SURV0002095,DUD100260,2024-05-10,3,2,2,3,3,2,4,4,2,False,
SURV0002096,DUD100260,2024-06-19,3,3,4,3,3,4,2,3,4,False,
SURV0002097,DUD100260,2024-07-21,3,2,2,2,3,3,2,3,2,False,
SURV0002098,DUD100260,2024-08-09,5,5,5,5,5,5,5,5,5,True,
SURV0002099,DUD100260,2024-09-25,4,4,4,5,4,4,5,5,4,True,
SURV0002100,DUD100261,2023-11-27,3,3,3,4,3,4,3,3,2,False,
SURV0002101,DUD100261,2023-12-25,5,4,5,5,5,5,4,4,5,True,
SURV0002102,DUD100261,2024-01-26,4,5,5,4,4,5,4,4,3,True,
SURV0002103,DUD100261,2024-02-11,1,1,2,1,1,1,1,1,1,False,
SURV0002104,DUD100261,2024-03-07,3,2,2,3,2,2,3,3,3,False,
SURV0002105,DUD100261,2024-04-13,3,3,3,3,3,4,4,4,2,False,
SURV0002106,DUD100261,2024-05-19,4,5,4,4,4,3,4,4,4,True,
SURV0002107,DUD100262,2023-08-05,1,1,1,1,2,1,1,2,1,False,
SURV0002108,DUD100262,2023-09-14,3,4,4,3,2,2,2,3,3,False,
SURV0002109,DUD100262,2023-10-04,4,3,4,4,5,4,5,5,5,True,
SURV0002110,DUD100262,2023-11-27,4,4,5,3,5,3,5,4,5,True,
SURV0002111,DUD100262,2023-12-07,4,4,4,3,4,3,5,5,3,True,
SURV0002112,DUD100263,2021-04-17,3,3,3,2,2,3,3,4,3,False,
SURV0002113,DUD100263,2021-05-22,4,4,4,4,4,4,4,4,4,True,
SURV0002114,DUD100263,2021-06-06,4,3,4,3,4,3,4,3,3,True,
SURV0002115,DUD100263,2021-07-13,3,3,2,4,4,3,3,3,3,False,
SURV0002116,DUD100263,2021-08-25,4,4,3,4,5,4,5,4,4,True,
SURV0002117,DUD100263,2021-09-05,3,3,3,3,4,3,3,3,3,False,
SURV0002118,DUD100263,2021-10-04,4,4,3,4,3,4,3,4,4,True,
SURV0002119,DUD100264,2021-03-13,3,4,3,4,3,3,3,4,3,False,
SURV0002120,DUD100264,2021-04-28,4,4,4,4,4,3,4,4,4,True,
SURV0002121,DUD100264,2021-05-07,5,4,4,5,5,5,5,5,4,True,
SURV0002122,DUD100264,2021-06-28,4,3,3,5,3,4,5,4,5,True,
SURV0002123,DUD100264,2021-07-09,1,1,1,1,2,1,1,2,1,False,
SURV0002124,DUD100264,2021-08-21,1,1,1,2,2,2,1,1,2,False,
SURV0002125,DUD100264,2021-09-20,4,4,5,5,4,4,4,5,4,True,
SURV0002126,DUD100264,2021-10-21,4,3,5,4,3,4,5,5,4,True,
SURV0002127,DUD100264,2021-11-20,3,3,3,3,2,3,2,2,4,False,
SURV0002128,DUD100264,2021-12-11,2,1,2,2,3,2,3,2,2,False,
SURV0002129,DUD100265,2023-12-06,4,4,4,4,4,4,5,3,3,True,
SURV0002130,DUD100265,2024-01-27,2,1,3,3,2,2,2,1,3,False,
SURV0002131,DUD100265,2024-02-02,4,4,5,3,3,5,3,4,5,True,
SURV0002132,DUD100265,2024-03-15,4,4,3,4,5,5,4,5,3,True,
SURV0002133,DUD100265,2024-04-12,4,5,4,4,4,3,4,3,4,True,
SURV0002134,DUD100265,2024-05-10,4,5,4,3,5,3,5,4,4,True,
SURV0002135,DUD100266,2021-04-17,4,4,5,5,3,4,5,4,4,True,
SURV0002136,DUD100266,2021-05-06,5,5,5,4,5,5,5,5,4,True,
SURV0002137,DUD100266,2021-06-20,2,2,1,2,2,2,3,3,1,False,
SURV0002138,DUD100266,2021-07-21,3,2,4,3,4,2,3,3,3,False,
SURV0002139,DUD100266,2021-08-01,1,1,1,1,1,2,2,1,1,False,
SURV0002140,DUD100266,2021-09-08,1,1,1,1,1,1,1,2,1,False,
SURV0002141,DUD100266,2021-10-24,4,3,4,5,4,5,3,5,4,True,
SURV0002142,DUD100267,2021-05-27,5,5,5,5,5,5,4,4,5,True,
SURV0002143,DUD100267,2021-06-28,5,5,4,5,5,5,5,5,5,True,
SURV0002144,DUD100267,2021-07-21,5,5,4,5,5,5,4,5,4,True,
SURV0002145,DUD100267,2021-08-03,4,4,5,4,5,4,4,5,3,True,
SURV0002146,DUD100268,2023-09-28,5,5,5,5,5,4,5,5,5,True,
SURV0002147,DUD100268,2023-10-14,4,3,4,4,4,4,5,4,3,True,
SURV0002148,DUD100268,2023-11-01,4,4,5,4,4,5,4,4,5,True,
SURV0002149,DUD100268,2023-12-19,4,4,4,3,3,5,4,4,4,True,
SURV0002150,DUD100268,2024-01-23,5,5,5,5,4,5,4,5,5,True,
SURV0002151,DUD100268,2024-02-03,4,4,4,5,4,5,5,4,3,True,
SURV0002152,DUD100269,2023-10-20,1,2,2,1,1,1,2,1,1,False,
SURV0002153,DUD100269,2023-11-24,4,4,5,3,4,5,4,5,4,True,
SURV0002154,DUD100269,2023-12-06,4,5,4,4,3,3,5,4,3,True,
SURV0002155,DUD100269,2024-01-25,5,5,5,5,5,5,5,5,5,True,
SURV0002156,DUD100270,2023-11-27,3,4,2,3,4,2,4,3,3,False,
SURV0002157,DUD100270,2023-12-26,4,4,4,3,5,4,4,5,5,True,
SURV0002158,DUD100270,2024-01-07,4,4,3,4,5,5,3,4,4,True,
SURV0002159,DUD100270,2024-02-22,3,2,3,2,3,3,4,3,2,False,
SURV0002160,DUD100270,2024-03-26,5,5,5,5,5,4,4,4,5,True,
SURV0002161,DUD100270,2024-04-12,4,5,4,3,5,4,4,3,3,True,
SURV0002162,DUD100270,2024-05-08,5,5,5,5,5,5,5,4,5,True,
SURV0002163,DUD100270,2024-06-07,5,5,5,5,4,5,5,5,4,True,
SURV0002164,DUD100270,2024-07-19,3,3,2,3,2,3,4,3,3,False,
SURV0002165,DUD100270,2024-08-04,4,5,5,5,3,5,5,4,4,True,
SURV0002166,DUD100271,2024-06-15,1,2,1,1,1,1,2,1,1,False,
SURV0002167,DUD100271,2024-07-14,3,3,2,3,3,3,2,3,3,False,
SURV0002168,DUD100271,2024-08-19,3,3,4,4,3,3,2,4,3,False,
SURV0002169,DUD100271,2024-09-09,4,3,5,3,4,4,3,5,5,True,
SURV0002170,DUD100271,2024-10-06,4,4,4,4,4,4,5,5,4,True,
SURV0002171,DUD100271,2024-11-03,4,4,3,4,5,3,5,5,4,True,
SURV0002172,DUD100271,2024-12-04,3,3,2,2,3,3,3,3,2,False,
SURV0002173,DUD100271,2025-01-18,2,2,1,2,2,1,1,2,3,False,
SURV0002174,DUD100271,2025-02-24,3,2,2,3,3,2,4,3,2,False,
SURV0002175,DUD100271,2025-03-14,4,4,4,4,3,3,5,4,4,True,
SURV0002176,DUD100271,2025-04-28,4,4,4,3,5,4,3,4,3,True,
SURV0002177,DUD100272,2024-11-07,3,3,4,3,3,2,2,3,3,False,
SURV0002178,DUD100272,2024-12-17,2,2,2,2,2,3,2,2,3,False,
SURV0002179,DUD100272,2025-01-07,2,2,3,1,3,2,3,1,2,False,
SURV0002180,DUD100272,2025-02-14,4,5,4,4,3,5,3,4,3,True,
SURV0002181,DUD100272,2025-03-24,3,4,4,2,4,3,3,3,3,False,
SURV0002182,DUD100272,2025-04-11,4,5,4,3,4,4,3,5,3,True,
SURV0002183,DUD100272,2025-05-13,2,2,2,3,3,2,2,1,1,False,
SURV0002184,DUD100272,2025-06-23,5,5,5,5,5,5,5,5,5,True,
SURV0002185,DUD100273,2022-12-06,3,3,2,3,3,3,3,4,4,False,
SURV0002186,DUD100273,2023-01-13,4,3,4,4,4,3,5,5,5,True,
SURV0002187,DUD100273,2023-02-12,3,3,3,2,4,2,2,3,2,False,
SURV0002188,DUD100273,2023-03-18,4,4,3,4,4,5,3,4,3,True,
SURV0002189,DUD100273,2023-04-06,4,4,3,3,3,4,4,3,3,True,
SURV0002190,DUD100273,2023-05-15,4,4,4,3,3,5,3,5,4,True,
SURV0002191,DUD100273,2023-06-12,2,2,2,3,2,3,3,2,1,False,
SURV0002192,DUD100273,2023-07-01,4,5,4,4,3,3,5,4,5,True,
SURV0002193,DUD100274,2022-03-18,3,3,2,4,4,2,3,2,3,False,
SURV0002194,DUD100274,2022-04-14,4,3,4,3,4,5,5,5,5,True,
SURV0002195,DUD100274,2022-05-11,5,5,5,5,4,5,5,5,5,True,
SURV0002196,DUD100274,2022-06-21,4,5,4,4,4,4,4,4,4,True,
SURV0002197,DUD100275,2024-08-03,4,5,3,3,4,4,3,3,4,True,
SURV0002198,DUD100275,2024-09-22,4,4,4,3,5,4,4,5,5,True,
SURV0002199,DUD100275,2024-10-21,4,5,3,4,4,5,5,5,5,True,
SURV0002200,DUD100275,2024-11-13,2,2,1,2,3,2,1,2,2,False,
SURV0002201,DUD100275,2024-12-05,2,2,2,2,2,3,3,2,2,False,
SURV0002202,DUD100276,2024-09-17,4,4,3,5,5,5,4,3,3,True,
SURV0002203,DUD100276,2024-10-09,4,4,4,5,5,4,4,3,5,True,
SURV0002204,DUD100276,2024-11-26,1,1,1,1,1,2,1,2,1,False,
SURV0002205,DUD100276,2024-12-26,4,4,3,4,5,5,4,4,5,True,
SURV0002206,DUD100276,2025-01-12,3,4,3,2,2,3,2,4,4,False,
SURV0002207,DUD100276,2025-02-01,5,5,5,4,5,5,5,5,5,True,
SURV0002208,DUD100276,2025-03-10,2,1,2,1,2,2,2,2,3,False,
SURV0002209,DUD100276,2025-04-21,5,5,4,5,5,5,5,5,5,True,
SURV0002210,DUD100277,2023-02-13,3,3,2,3,4,3,3,3,4,False,
SURV0002211,DUD100277,2023-03-02,4,4,4,3,5,5,4,4,5,True,
SURV0002212,DUD100277,2023-04-02,4,4,3,3,3,5,4,3,5,True,
SURV0002213,DUD100277,2023-05-22,1,1,1,2,2,2,1,1,1,False,
SURV0002214,DUD100277,2023-06-20,3,3,3,4,2,2,4,4,4,False,
SURV0002215,DUD100277,2023-07-10,5,5,5,5,4,5,4,5,5,True,
SURV0002216,DUD100277,2023-08-24,5,5,5,4,5,5,4,4,5,True,
SURV0002217,DUD100277,2023-09-22,4,4,4,3,4,3,4,5,4,True,
SURV0002218,DUD100277,2023-10-10,4,5,4,4,3,4,4,3,4,True,
SURV0002219,DUD100277,2023-11-28,4,5,5,5,4,4,4,5,4,True,
SURV0002220,DUD100277,2023-12-18,5,5,5,4,4,5,4,5,5,True,
SURV0002221,DUD100278,2022-06-18,4,3,3,5,4,4,5,5,4,True,
SURV0002222,DUD100278,2022-07-21,3,3,4,4,3,3,3,4,3,False,
SURV0002223,DUD100278,2022-08-17,3,3,3,4,2,3,3,4,2,False,
SURV0002224,DUD100278,2022-09-02,2,2,3,2,3,2,1,3,2,False,
SURV0002225,DUD100278,2022-10-19,4,3,3,4,4,3,3,4,5,True,
SURV0002226,DUD100278,2022-11-10,4,3,3,5,4,3,5,4,4,True,
SURV0002227,DUD100278,2022-12-03,5,5,5,4,4,5,5,4,5,True,
SURV0002228,DUD100278,2023-01-15,4,3,4,4,3,4,5,3,4,True,
SURV0002229,DUD100278,2023-02-26,2,3,2,1,2,2,1,3,3,False,
SURV0002230,DUD100278,2023-03-23,3,3,4,2,2,3,2,2,4,False,
SURV0002231,DUD100278,2023-04-09,5,5,4,5,5,5,5,5,5,True,
SURV0002232,DUD100279,2024-12-22,4,4,5,4,3,5,5,5,3,True,
SURV0002233,DUD100279,2025-01-19,4,4,4,4,3,4,5,5,3,True,
SURV0002234,DUD100279,2025-02-12,3,3,2,4,4,2,3,4,2,False,
SURV0002235,DUD100279,2025-03-13,5,4,5,5,5,4,4,5,4,True,
SURV0002236,DUD100279,2025-04-18,5,5,5,5,5,4,5,5,4,True,
SURV0002237,DUD100279,2025-05-18,4,4,4,3,5,5,5,4,4,True,
SURV0002238,DUD100279,2025-06-08,4,4,3,5,4,3,3,4,4,True,
SURV0002239,DUD100279,2025-07-18,4,4,4,3,5,4,3,4,3,True,
SURV0002240,DUD100279,2025-08-24,2,1,1,1,1,1,2,2,2,False,
SURV0002241,DUD100280,2024-12-06,3,2,4,2,2,4,3,2,4,False,
SURV0002242,DUD100280,2025-01-24,3,4,3,3,2,2,2,4,2,False,
SURV0002243,DUD100280,2025-02-07,3,3,3,3,3,4,3,4,3,False,
SURV0002244,DUD100280,2025-03-24,3,4,3,3,3,2,4,2,3,False,
SURV0002245,DUD100280,2025-04-15,3,4,3,4,3,4,4,3,3,False,
SURV0002246,DUD100280,2025-05-27,4,4,4,4,4,3,4,4,4,True,
SURV0002247,DUD100280,2025-06-22,4,5,3,3,3,4,5,4,3,True,
SURV0002248,DUD100280,2025-07-16,5,5,5,5,4,5,5,4,5,True,
SURV0002249,DUD100280,2025-08-14,4,4,4,4,4,4,4,4,4,True,
SURV0002250,DUD100281,2021-11-16,2,3,2,1,2,3,2,1,1,False,
SURV0002251,DUD100281,2021-12-08,4,4,4,5,5,5,3,4,4,True,
SURV0002252,DUD100281,2022-01-01,3,4,3,3,2,3,3,4,3,False,
SURV0002253,DUD100281,2022-02-19,4,4,4,5,4,3,5,3,4,True,
SURV0002254,DUD100281,2022-03-10,5,4,5,5,5,4,5,5,4,True,
SURV0002255,DUD100281,2022-04-10,4,3,3,5,4,3,4,4,5,True,
SURV0002256,DUD100282,2022-06-27,2,2,3,1,3,2,3,1,2,False,
SURV0002257,DUD100282,2022-07-05,5,5,5,5,5,5,4,5,5,True,
SURV0002258,DUD100282,2022-08-12,4,4,4,5,4,3,3,4,3,True,
SURV0002259,DUD100282,2022-09-22,4,4,3,4,4,4,4,4,4,True,
SURV0002260,DUD100282,2022-10-24,5,5,5,5,5,4,5,5,5,True,
SURV0002261,DUD100282,2022-11-08,5,5,5,5,4,5,4,5,5,True,
SURV0002262,DUD100282,2022-12-24,2,3,1,1,1,3,3,2,2,False,
SURV0002263,DUD100282,2023-01-11,5,4,5,4,5,5,5,5,5,True,
SURV0002264,DUD100282,2023-02-14,5,5,4,4,5,5,5,5,5,True,
SURV0002265,DUD100282,2023-03-06,4,4,4,5,3,4,4,4,4,True,
