qualification_id,employee_id,qualification_name,qualification_type,issuing_organization,issue_date,expiry_date,qualification_status
QUAL001744,DUD101372,TEFL,Teaching Certification,International TEFL Academy,2018-10-18,,Active
QUAL001745,DUD101373,TESOL,Teaching Certification,TESOL International Association,2021-11-08,2025-11-17,Expired
QUAL001746,DUD101373,BA Education,Degree,University,2023-09-01,,Active
QUAL001747,DUD101374,TESOL,Teaching Certification,TESOL International Association,2020-05-07,2023-05-01,Expired
QUAL001748,DUD101374,MA Education,Degree,University,2018-07-02,,Active
QUAL001749,DUD101375,TESOL,Teaching Certification,TESOL International Association,2019-02-26,,Active
QUAL001750,DUD101375,BA Linguistics,Degree,University,2024-07-27,,Active
QUAL001751,DUD101376,TESOL,Teaching Certification,TESOL International Association,2020-05-17,,Active
QUAL001752,DUD101376,CELTA,Teaching Certification,Cambridge English,2019-09-05,,Active
QUAL001753,DUD101377,TEFL,Teaching Certification,International TEFL Academy,2023-05-28,,Active
QUAL001754,DUD101378,TEFL,Teaching Certification,International TEFL Academy,2019-03-15,,Active
QUAL001755,DUD101379,BA Linguistics,Degree,University,2018-10-23,,Active
QUAL001756,DUD101380,BA Education,Degree,University,2019-01-26,,Active
QUAL001757,DUD101381,MA Education,Degree,University,2023-01-19,,Active
QUAL001758,DUD101382,TEFL,Teaching Certification,International TEFL Academy,2019-01-28,,Active
QUAL001759,DUD101383,TEFL,Teaching Certification,International TEFL Academy,2018-04-07,2021-12-27,Expired
QUAL001760,DUD101384,BA Education,Degree,University,2021-05-13,,Active
QUAL001761,DUD101385,BA English,Degree,University,2021-01-02,,Active
QUAL001762,DUD101386,BA Education,Degree,University,2020-01-18,,Active
QUAL001763,DUD101387,BA Linguistics,Degree,University,2025-05-04,,Active
QUAL001764,DUD101388,BA English,Degree,University,2020-02-20,,Active
QUAL001765,DUD101389,BA Linguistics,Degree,University,2021-01-12,,Active
QUAL001766,DUD101390,TEFL,Teaching Certification,International TEFL Academy,2021-01-18,,Active
QUAL001767,DUD101390,BA Linguistics,Degree,University,2025-03-01,,Active
QUAL001768,DUD101391,TESOL,Teaching Certification,TESOL International Association,2020-09-17,,Active
QUAL001769,DUD101392,TEFL,Teaching Certification,International TEFL Academy,2018-11-14,,Active
QUAL001770,DUD101392,BA Linguistics,Degree,University,2025-11-22,,Active
QUAL001771,DUD101393,MA Education,Degree,University,2023-07-13,,Active
QUAL001772,DUD101394,BA English,Degree,University,2020-02-15,,Active
QUAL001773,DUD101395,BA Linguistics,Degree,University,2020-04-27,,Active
QUAL001774,DUD101396,BA Linguistics,Degree,University,2023-09-10,,Active
QUAL001775,DUD101397,TESOL,Teaching Certification,TESOL International Association,2018-01-16,,Active
QUAL001776,DUD101398,BA English,Degree,University,2025-11-18,,Active
QUAL001777,DUD101399,TEFL,Teaching Certification,International TEFL Academy,2024-10-13,,Active
QUAL001778,DUD101400,MA Education,Degree,University,2018-05-25,,Active
QUAL001779,DUD101401,BA Linguistics,Degree,University,2025-03-23,,Active
QUAL001780,DUD101402,BA Linguistics,Degree,University,2018-07-01,,Active
QUAL001781,DUD101403,BA Education,Degree,University,2018-09-16,,Active
QUAL001782,DUD101404,TESOL,Teaching Certification,TESOL International Association,2018-01-02,,Active
QUAL001783,DUD101405,CELTA,Teaching Certification,Cambridge English,2022-04-21,,Active
QUAL001784,DUD101406,BA Education,Degree,University,2018-04-23,,Active
QUAL001785,DUD101407,CELTA,Teaching Certification,Cambridge English,2022-10-18,,Active
QUAL001786,DUD101408,TESOL,Teaching Certification,TESOL International Association,2022-04-10,,Active
QUAL001787,DUD101408,MA Education,Degree,University,2021-07-17,,Active
QUAL001788,DUD101409,BA Linguistics,Degree,University,2019-03-19,,Active
QUAL001789,DUD101410,CELTA,Teaching Certification,Cambridge English,2024-10-09,,Active
QUAL001790,DUD101411,BA Linguistics,Degree,University,2019-04-11,,Active
QUAL001791,DUD101411,MA Education,Degree,University,2020-05-07,,Active
QUAL001792,DUD101412,MA Education,Degree,University,2019-10-15,,Active
QUAL001793,DUD101412,BA Education,Degree,University,2025-10-07,,Active
QUAL001794,DUD101413,TEFL,Teaching Certification,International TEFL Academy,2025-10-21,2028-03-21,Active
QUAL001795,DUD101414,BA English,Degree,University,2018-01-16,,Active
QUAL001796,DUD101414,CELTA,Teaching Certification,Cambridge English,2025-01-26,2029-03-15,Active
QUAL001797,DUD101415,BA English,Degree,University,2024-06-02,,Active
QUAL001798,DUD101416,TEFL,Teaching Certification,International TEFL Academy,2024-01-14,,Active
QUAL001799,DUD101417,BA Linguistics,Degree,University,2021-05-15,,Active
QUAL001800,DUD101418,CELTA,Teaching Certification,Cambridge English,2022-10-17,,Active
QUAL001801,DUD101419,MA Education,Degree,University,2025-04-09,,Active
QUAL001802,DUD101419,BA Linguistics,Degree,University,2019-08-03,,Active
QUAL001803,DUD101420,BA Education,Degree,University,2025-04-28,,Active
QUAL001804,DUD101421,TEFL,Teaching Certification,International TEFL Academy,2021-08-15,,Active
QUAL001805,DUD101421,BA English,Degree,University,2022-05-14,,Active
QUAL001806,DUD101422,MA Education,Degree,University,2021-09-12,,Active
QUAL001807,DUD101423,CELTA,Teaching Certification,Cambridge English,2025-04-11,,Active
QUAL001808,DUD101424,BA Linguistics,Degree,University,2020-08-13,,Active
QUAL001809,DUD101425,BA Education,Degree,University,2023-02-16,,Active
QUAL001810,DUD101426,TEFL,Teaching Certification,International TEFL Academy,2023-05-05,,Active
QUAL001811,DUD101426,CELTA,Teaching Certification,Cambridge English,2021-10-16,,Active
QUAL001812,DUD101427,MA Education,Degree,University,2023-03-27,,Active
QUAL001813,DUD101428,CELTA,Teaching Certification,Cambridge English,2021-06-21,,Active
QUAL001814,DUD101429,BA Linguistics,Degree,University,2019-01-17,,Active
QUAL001815,DUD101430,TESOL,Teaching Certification,TESOL International Association,2018-08-28,,Active
QUAL001816,DUD101431,BA Linguistics,Degree,University,2022-06-12,,Active
QUAL001817,DUD101431,TESOL,Teaching Certification,TESOL International Association,2023-05-28,,Active
QUAL001818,DUD101432,TESOL,Teaching Certification,TESOL International Association,2024-08-25,,Active
QUAL001819,DUD101433,CELTA,Teaching Certification,Cambridge English,2022-07-23,,Active
QUAL001820,DUD101434,TEFL,Teaching Certification,International TEFL Academy,2019-09-07,2024-01-09,Expired
QUAL001821,DUD101434,CELTA,Teaching Certification,Cambridge English,2025-08-07,,Active
QUAL001822,DUD101435,TEFL,Teaching Certification,International TEFL Academy,2022-01-16,,Active
QUAL001823,DUD101436,BA English,Degree,University,2022-12-04,,Active
QUAL001824,DUD101437,TEFL,Teaching Certification,International TEFL Academy,2020-04-02,,Active
QUAL001825,DUD101437,BA Education,Degree,University,2024-07-24,,Active
QUAL001826,DUD101438,TEFL,Teaching Certification,International TEFL Academy,2018-09-12,,Active
QUAL001827,DUD101439,BA English,Degree,University,2021-06-06,,Active
QUAL001828,DUD101440,TESOL,Teaching Certification,TESOL International Association,2023-04-17,2025-10-12,Expired
QUAL001829,DUD101441,TESOL,Teaching Certification,TESOL International Association,2022-12-06,2025-01-22,Expired
QUAL001830,DUD101442,BA Linguistics,Degree,University,2019-08-28,,Active
QUAL001831,DUD101443,TESOL,Teaching Certification,TESOL International Association,2021-10-02,,Active
QUAL001832,DUD101443,CELTA,Teaching Certification,Cambridge English,2023-04-13,,Active
QUAL001833,DUD101444,TESOL,Teaching Certification,TESOL International Association,2023-04-26,,Active
QUAL001834,DUD101444,BA English,Degree,University,2019-10-04,,Active
QUAL001835,DUD101445,BA Linguistics,Degree,University,2020-08-20,,Active
QUAL001836,DUD101446,TESOL,Teaching Certification,TESOL International Association,2024-08-25,,Active
QUAL001837,DUD101447,BA Linguistics,Degree,University,2022-05-12,,Active
QUAL001838,DUD101448,MA Education,Degree,University,2020-02-11,,Active
QUAL001839,DUD101449,BA Education,Degree,University,2021-07-27,,Active
QUAL001840,DUD101450,TEFL,Teaching Certification,International TEFL Academy,2020-09-12,,Active
QUAL001841,DUD101451,BA Education,Degree,University,2021-10-09,,Active
QUAL001842,DUD101452,TESOL,Teaching Certification,TESOL International Association,2018-10-24,,Active
QUAL001843,DUD101452,MA Education,Degree,University,2019-08-15,,Active
QUAL001844,DUD101453,TEFL,Teaching Certification,International TEFL Academy,2024-01-24,,Active
QUAL001845,DUD101454,CELTA,Teaching Certification,Cambridge English,2024-03-19,2028-01-13,Active
QUAL001846,DUD101454,TESOL,Teaching Certification,TESOL International Association,2025-06-01,,Active
QUAL001847,DUD101455,CELTA,Teaching Certification,Cambridge English,2020-06-26,,Active
QUAL001848,DUD101456,BA English,Degree,University,2025-03-23,,Active
QUAL001849,DUD101457,CELTA,Teaching Certification,Cambridge English,2024-07-06,,Active
QUAL001850,DUD101457,MA Education,Degree,University,2024-01-05,,Active
QUAL001851,DUD101458,MA Education,Degree,University,2023-05-27,,Active
QUAL001852,DUD101459,BA Education,Degree,University,2021-08-23,,Active
QUAL001853,DUD101460,BA English,Degree,University,2021-12-02,,Active
QUAL001854,DUD101460,MA Education,Degree,University,2019-02-07,,Active
QUAL001855,DUD101461,BA English,Degree,University,2018-12-12,,Active
QUAL001856,DUD101462,TESOL,Teaching Certification,TESOL International Association,2019-05-07,,Active
QUAL001857,DUD101463,BA English,Degree,University,2023-08-02,,Active
QUAL001858,DUD101464,TESOL,Teaching Certification,TESOL International Association,2018-04-19,,Active
QUAL001859,DUD101464,BA Linguistics,Degree,University,2018-07-06,,Active
QUAL001860,DUD101465,MA Education,Degree,University,2023-09-07,,Active
QUAL001861,DUD101465,BA Education,Degree,University,2019-02-20,,Active
QUAL001862,DUD101466,MA Education,Degree,University,2019-07-19,,Active
QUAL001863,DUD101467,TEFL,Teaching Certification,International TEFL Academy,2021-05-05,,Active
QUAL001864,DUD101468,TESOL,Teaching Certification,TESOL International Association,2018-02-10,,Active
QUAL001865,DUD101469,TESOL,Teaching Certification,TESOL International Association,2020-01-07,,Active
QUAL001866,DUD101470,TESOL,Teaching Certification,TESOL International Association,2023-11-20,,Active
QUAL001867,DUD101471,BA Education,Degree,University,2018-01-14,,Active
QUAL001868,DUD101472,BA Linguistics,Degree,University,2025-09-23,,Active
QUAL001869,DUD101473,MA Education,Degree,University,2022-05-22,,Active
QUAL001870,DUD101473,CELTA,Teaching Certification,Cambridge English,2019-02-27,,Active
QUAL001871,DUD101474,CELTA,Teaching Certification,Cambridge English,2018-11-02,,Active
QUAL001872,DUD101474,MA Education,Degree,University,2020-06-17,,Active
QUAL001873,DUD101475,TESOL,Teaching Certification,TESOL International Association,2020-08-20,,Active
QUAL001874,DUD101476,BA Education,Degree,University,2024-03-24,,Active
QUAL001875,DUD101477,TESOL,Teaching Certification,TESOL International Association,2018-04-22,,Active
QUAL001876,DUD101477,BA Linguistics,Degree,University,2020-03-07,,Active
QUAL001877,DUD101478,BA Education,Degree,University,2025-07-22,,Active
QUAL001878,DUD101478,TEFL,Teaching Certification,International TEFL Academy,2018-01-22,,Active
QUAL001879,DUD101479,MA Education,Degree,University,2022-09-02,,Active
QUAL001880,DUD101480,BA Education,Degree,University,2021-04-15,,Active
QUAL001881,DUD101481,BA Linguistics,Degree,University,2023-01-08,,Active
QUAL001882,DUD101482,BA Education,Degree,University,2024-11-07,,Active
QUAL001883,DUD101483,MA Education,Degree,University,2020-09-18,,Active
QUAL001884,DUD101484,TESOL,Teaching Certification,TESOL International Association,2022-11-18,2027-03-14,Active
QUAL001885,DUD101485,BA Linguistics,Degree,University,2025-07-12,,Active
QUAL001886,DUD101485,CELTA,Teaching Certification,Cambridge English,2023-08-18,,Active
QUAL001887,DUD101486,MA Education,Degree,University,2024-06-22,,Active
QUAL001888,DUD101487,TEFL,Teaching Certification,International TEFL Academy,2025-04-26,,Active
QUAL001889,DUD101488,BA Education,Degree,University,2023-08-19,,Active
QUAL001890,DUD101489,BA Education,Degree,University,2024-04-24,,Active
QUAL001891,DUD101490,CELTA,Teaching Certification,Cambridge English,2023-10-26,,Active
QUAL001892,DUD101490,TEFL,Teaching Certification,International TEFL Academy,2021-02-01,2023-06-16,Expired
QUAL001893,DUD101491,BA English,Degree,University,2021-12-25,,Active
QUAL001894,DUD101492,MA Education,Degree,University,2024-02-07,,Active
QUAL001895,DUD101492,CELTA,Teaching Certification,Cambridge English,2025-03-02,,Active
QUAL001896,DUD101493,BA Education,Degree,University,2018-06-04,,Active
QUAL001897,DUD101493,BA English,Degree,University,2024-06-26,,Active
QUAL001898,DUD101494,TESOL,Teaching Certification,TESOL International Association,2023-09-13,,Active
QUAL001899,DUD101495,BA English,Degree,University,2022-11-06,,Active
QUAL001900,DUD101496,CELTA,Teaching Certification,Cambridge English,2020-09-24,,Active
QUAL001901,DUD101497,MA Education,Degree,University,2018-09-11,,Active
QUAL001902,DUD101498,CELTA,Teaching Certification,Cambridge English,2019-12-14,2024-02-27,Expired
QUAL001903,DUD101499,BA Linguistics,Degree,University,2019-12-22,,Active
QUAL001904,DUD101500,MA Education,Degree,University,2023-10-24,,Active
