assignment_id,employee_id,client_id,assignment_start_date,assignment_end_date,assignment_status,position,commute_minutes,contract_type,renewal_flag,replacement_flag,assignment_reason
ASG000722,DUD100456,CLI0276,2024-09-21,NULL,Active,Experienced Teacher,87,Monthly,0,0,Initial Assignment
ASG000723,DUD100457,CLI0120,2023-04-03,2024-04-27,Renewed,Experienced Teacher,29,Three-Month,0,0,Replacement
ASG000724,DUD100457,CLI0257,2024-05-13,2024-12-22,Completed,Senior Teacher,15,Six-Month,0,0,Initial Assignment
ASG000725,DUD100458,CLI0131,2022-05-31,2023-09-21,Ended,Trainer,89,Monthly,0,0,Client Request
ASG000726,DUD100458,CLI0190,2023-10-13,NULL,Active,ALT / English Teacher,89,Three-Month,0,0,Client Request
ASG000727,DUD100459,CLI0221,2024-03-05,2025-07-26,Completed,ALT / English Teacher,29,Three-Month,0,0,Transfer
ASG000728,DUD100459,CLI0151,2025-08-23,2027-02-01,Renewed,Experienced Teacher,100,Three-Month,0,0,Initial Assignment
ASG000729,DUD100459,CLI0287,2027-02-02,2028-02-24,Renewed,ALT / English Teacher,18,Six-Month,0,0,Client Request
ASG000730,DUD100460,CLI0067,2024-03-31,NULL,Active,Experienced Teacher,38,Three-Month,0,0,Staffing Demand
ASG000731,DUD100461,CLI0285,2021-04-25,2022-02-18,Completed,ALT / English Teacher,97,Six-Month,0,0,Transfer
ASG000732,DUD100462,CLI0255,2022-07-18,2023-07-10,Transferred,Senior Teacher,30,Monthly,0,0,Staffing Demand
ASG000733,DUD100462,CLI0010,2023-07-25,2024-07-05,Renewed,ALT / English Teacher,21,Three-Month,0,0,Staffing Demand
ASG000734,DUD100462,CLI0045,2024-07-08,NULL,Active,Senior Teacher,107,Monthly,0,0,Initial Assignment
ASG000735,DUD100463,CLI0294,2023-08-11,2024-10-27,Transferred,ALT / English Teacher,54,Annual,0,0,Replacement
ASG000736,DUD100463,CLI0016,2024-11-04,NULL,Active,Experienced Teacher,97,Annual,0,0,Transfer
ASG000737,DUD100464,CLI0180,2025-08-09,NULL,Active,Experienced Teacher,35,Three-Month,0,0,Transfer
ASG000738,DUD100465,CLI0005,2025-11-16,NULL,Active,Experienced Teacher,110,Six-Month,0,0,Transfer
ASG000739,DUD100466,CLI0285,2024-01-07,2025-06-08,Transferred,ALT / English Teacher,96,Monthly,0,0,Transfer
ASG000740,DUD100466,CLI0008,2025-06-28,2026-03-26,Ended,ALT / English Teacher,36,Annual,0,0,Staffing Demand
ASG000741,DUD100466,CLI0048,2026-04-05,NULL,Active,Experienced Teacher,85,Three-Month,0,0,Transfer
ASG000742,DUD100467,CLI0275,2025-12-06,NULL,Active,Experienced Teacher,57,Annual,0,0,Replacement
ASG000743,DUD100468,CLI0145,2022-03-07,NULL,Active,ALT / English Teacher,100,Monthly,0,0,Client Request
ASG000744,DUD100469,CLI0169,2023-10-02,2024-06-03,Ended,ALT / English Teacher,115,Six-Month,0,0,Staffing Demand
ASG000745,DUD100470,CLI0036,2023-06-19,NULL,Active,Senior Teacher,21,Monthly,0,0,Transfer
ASG000746,DUD100471,CLI0196,2026-02-22,NULL,Active,Senior Teacher,100,Six-Month,0,0,Transfer
ASG000747,DUD100472,CLI0168,2024-10-23,NULL,Active,ALT / English Teacher,29,Six-Month,0,0,Replacement
ASG000748,DUD100473,CLI0202,2022-06-17,NULL,Active,ALT / English Teacher,107,Monthly,0,0,Replacement
ASG000749,DUD100474,CLI0093,2026-01-23,NULL,Active,ALT / English Teacher,24,Annual,0,0,Client Request
ASG000750,DUD100475,CLI0293,2022-10-31,2024-04-08,Completed,Experienced Teacher,79,Six-Month,0,0,Transfer
ASG000751,DUD100476,CLI0038,2022-11-28,2023-05-17,Transferred,Senior Teacher,99,Three-Month,0,0,Staffing Demand
ASG000752,DUD100477,CLI0132,2024-02-08,2024-05-29,Transferred,Experienced Teacher,75,Three-Month,0,0,Staffing Demand
ASG000753,DUD100477,CLI0109,2024-06-05,2024-10-30,Renewed,Experienced Teacher,55,Three-Month,0,0,Transfer
ASG000754,DUD100478,CLI0222,2023-08-14,2024-12-25,Transferred,ALT / English Teacher,40,Monthly,0,0,Replacement
ASG000755,DUD100479,CLI0222,2021-04-28,2022-01-11,Transferred,ALT / English Teacher,91,Annual,0,0,Client Request
ASG000756,DUD100479,CLI0219,2022-01-16,NULL,Active,ALT / English Teacher,120,Three-Month,0,0,Transfer
ASG000757,DUD100480,CLI0117,2025-02-07,NULL,Active,ALT / English Teacher,42,Monthly,0,0,Transfer
ASG000758,DUD100481,CLI0239,2022-06-14,2023-08-24,Renewed,ALT / English Teacher,43,Annual,0,0,Client Request
ASG000759,DUD100482,CLI0139,2022-09-13,NULL,Active,ALT / English Teacher,41,Annual,0,0,Client Request
ASG000760,DUD100483,CLI0105,2025-07-11,2026-07-27,Ended,ALT / English Teacher,16,Monthly,0,0,Initial Assignment
ASG000761,DUD100483,CLI0058,2026-08-14,2028-01-31,Completed,ALT / English Teacher,113,Monthly,0,0,Staffing Demand
ASG000762,DUD100484,CLI0150,2021-03-21,NULL,Active,Senior Teacher,74,Monthly,0,0,Initial Assignment
ASG000763,DUD100485,CLI0287,2022-02-02,NULL,Active,ALT / English Teacher,67,Monthly,0,0,Staffing Demand
ASG000764,DUD100486,CLI0092,2025-01-02,NULL,Active,ALT / English Teacher,119,Monthly,0,0,Staffing Demand
ASG000765,DUD100487,CLI0090,2021-04-22,2022-01-16,Renewed,Senior Teacher,94,Annual,0,0,Initial Assignment
ASG000766,DUD100487,CLI0135,2022-01-28,NULL,Active,Senior Teacher,48,Monthly,0,0,Client Request
ASG000767,DUD100488,CLI0049,2024-07-21,2025-02-13,Ended,ALT / English Teacher,103,Three-Month,0,0,Client Request
ASG000768,DUD100488,CLI0212,2025-02-15,2026-04-25,Ended,ALT / English Teacher,110,Three-Month,0,0,Transfer
ASG000769,DUD100489,CLI0224,2022-06-04,2023-07-05,Renewed,Experienced Teacher,94,Three-Month,0,0,Transfer
ASG000770,DUD100490,CLI0207,2021-04-14,NULL,Active,ALT / English Teacher,57,Monthly,0,0,Initial Assignment
ASG000771,DUD100491,CLI0070,2024-10-08,NULL,Active,Experienced Teacher,25,Six-Month,0,0,Transfer
ASG000772,DUD100492,CLI0094,2021-06-18,2021-12-14,Ended,Experienced Teacher,68,Six-Month,0,0,Client Request
ASG000773,DUD100492,CLI0263,2021-12-16,2023-05-09,Transferred,ALT / English Teacher,17,Annual,0,0,Staffing Demand
ASG000774,DUD100492,CLI0087,2023-05-31,NULL,Active,ALT / English Teacher,33,Three-Month,0,0,Staffing Demand
ASG000775,DUD100493,CLI0280,2025-03-24,2026-01-20,Completed,ALT / English Teacher,105,Three-Month,0,0,Staffing Demand
ASG000776,DUD100493,CLI0164,2026-02-03,2027-02-25,Ended,Experienced Teacher,54,Monthly,0,0,Replacement
ASG000777,DUD100494,CLI0014,2024-03-12,2025-08-24,Ended,Experienced Teacher,74,Monthly,0,0,Transfer
ASG000778,DUD100495,CLI0044,2025-02-16,2026-02-27,Ended,ALT / English Teacher,44,Monthly,0,0,Transfer
ASG000779,DUD100495,CLI0143,2026-03-25,2026-08-31,Completed,Experienced Teacher,45,Monthly,0,0,Transfer
ASG000780,DUD100495,CLI0128,2026-09-03,NULL,Active,ALT / English Teacher,38,Annual,0,0,Replacement
ASG000781,DUD100496,CLI0020,2024-09-27,2026-01-19,Renewed,Experienced Teacher,52,Monthly,0,0,Client Request
ASG000782,DUD100496,CLI0276,2026-01-20,NULL,Active,ALT / English Teacher,23,Monthly,0,0,Transfer
ASG000783,DUD100497,CLI0195,2024-04-06,2025-09-13,Transferred,Experienced Teacher,55,Six-Month,0,0,Replacement
ASG000784,DUD100498,CLI0116,2022-06-06,2022-10-29,Renewed,Senior Teacher,66,Six-Month,0,0,Transfer
ASG000785,DUD100498,CLI0025,2022-11-24,NULL,Active,ALT / English Teacher,78,Monthly,0,0,Transfer
ASG000786,DUD100499,CLI0133,2025-05-28,NULL,Active,Experienced Teacher,89,Annual,0,0,Client Request
ASG000787,DUD100500,CLI0205,2025-03-19,NULL,Active,ALT / English Teacher,120,Monthly,0,0,Staffing Demand
ASG000788,DUD100501,CLI0063,2025-01-27,2025-07-21,Transferred,ALT / English Teacher,97,Six-Month,0,0,Replacement
ASG000789,DUD100502,CLI0051,2026-03-04,NULL,Active,ALT / English Teacher,40,Six-Month,0,0,Staffing Demand
ASG000790,DUD100503,CLI0281,2023-01-16,2023-10-06,Transferred,Senior Teacher,103,Three-Month,0,0,Staffing Demand
ASG000791,DUD100504,CLI0037,2021-11-07,2023-03-28,Ended,ALT / English Teacher,103,Three-Month,0,0,Transfer
ASG000792,DUD100505,CLI0137,2025-04-14,NULL,Active,Trainer,109,Monthly,0,0,Transfer
ASG000793,DUD100506,CLI0267,2024-10-07,2026-01-01,Completed,ALT / English Teacher,100,Three-Month,0,0,Initial Assignment
ASG000794,DUD100507,CLI0289,2022-05-15,2023-10-25,Ended,ALT / English Teacher,77,Three-Month,0,0,Transfer
ASG000795,DUD100507,CLI0163,2023-11-23,2024-12-17,Completed,ALT / English Teacher,91,Annual,0,0,Replacement
ASG000796,DUD100508,CLI0007,2023-07-26,2024-09-06,Ended,ALT / English Teacher,23,Three-Month,0,0,Replacement
ASG000797,DUD100508,CLI0016,2024-09-23,2025-03-17,Transferred,Experienced Teacher,83,Six-Month,0,0,Staffing Demand
ASG000798,DUD100508,CLI0004,2025-03-30,NULL,Active,ALT / English Teacher,51,Monthly,0,0,Staffing Demand
ASG000799,DUD100509,CLI0161,2021-08-08,NULL,Active,ALT / English Teacher,29,Three-Month,0,0,Transfer
ASG000800,DUD100510,CLI0060,2024-07-17,2024-11-28,Completed,Senior Teacher,109,Six-Month,0,0,Staffing Demand
ASG000801,DUD100511,CLI0091,2022-01-15,2023-05-25,Ended,Trainer,63,Three-Month,0,0,Staffing Demand
ASG000802,DUD100511,CLI0248,2023-06-20,NULL,Active,Senior Teacher,107,Monthly,0,0,Transfer
ASG000803,DUD100512,CLI0095,2021-06-28,2021-12-25,Transferred,Senior Teacher,95,Monthly,0,0,Transfer
ASG000804,DUD100512,CLI0087,2021-12-28,NULL,Active,ALT / English Teacher,85,Six-Month,0,0,Client Request
ASG000805,DUD100513,CLI0172,2021-01-25,NULL,Active,Experienced Teacher,67,Three-Month,0,0,Staffing Demand
ASG000806,DUD100514,CLI0041,2025-05-03,2026-02-10,Renewed,ALT / English Teacher,120,Annual,0,0,Staffing Demand
ASG000807,DUD100514,CLI0177,2026-02-26,2026-07-12,Transferred,Senior Teacher,21,Annual,0,0,Client Request
ASG000808,DUD100515,CLI0102,2023-08-11,2025-01-26,Transferred,ALT / English Teacher,37,Annual,0,0,Client Request
ASG000809,DUD100516,CLI0212,2022-02-22,2022-06-11,Ended,Experienced Teacher,44,Six-Month,0,0,Replacement
ASG000810,DUD100516,CLI0139,2022-06-22,NULL,Active,Experienced Teacher,84,Monthly,0,0,Replacement
ASG000811,DUD100517,CLI0244,2023-10-03,2024-06-02,Completed,Senior Teacher,17,Three-Month,0,0,Replacement
ASG000812,DUD100517,CLI0059,2024-06-13,NULL,Active,Senior Teacher,30,Annual,0,0,Transfer
ASG000813,DUD100518,CLI0076,2025-02-10,NULL,Active,ALT / English Teacher,45,Three-Month,0,0,Initial Assignment
ASG000814,DUD100519,CLI0222,2021-09-08,NULL,Active,Experienced Teacher,86,Annual,0,0,Client Request
ASG000815,DUD100520,CLI0192,2023-11-26,2025-01-19,Completed,Experienced Teacher,112,Three-Month,0,0,Staffing Demand
ASG000816,DUD100520,CLI0141,2025-02-14,2025-11-17,Renewed,ALT / English Teacher,56,Monthly,0,0,Staffing Demand
ASG000817,DUD100521,CLI0099,2023-05-25,2024-09-19,Completed,Experienced Teacher,24,Three-Month,0,0,Initial Assignment
ASG000818,DUD100522,CLI0210,2025-03-15,2026-08-27,Transferred,Senior Teacher,115,Three-Month,0,0,Replacement
ASG000819,DUD100522,CLI0270,2026-09-20,2028-01-15,Renewed,ALT / English Teacher,35,Monthly,0,0,Replacement
ASG000820,DUD100522,CLI0234,2028-02-11,NULL,Active,ALT / English Teacher,109,Three-Month,0,0,Transfer
ASG000821,DUD100523,CLI0211,2022-05-30,NULL,Active,ALT / English Teacher,28,Annual,0,0,Initial Assignment
ASG000822,DUD100524,CLI0277,2025-02-12,2025-08-01,Renewed,ALT / English Teacher,105,Annual,0,0,Initial Assignment
ASG000823,DUD100525,CLI0005,2021-04-10,2022-05-17,Ended,Experienced Teacher,43,Monthly,0,0,Initial Assignment
ASG000824,DUD100526,CLI0261,2023-02-09,NULL,Active,Experienced Teacher,20,Annual,0,0,Initial Assignment
ASG000825,DUD100527,CLI0171,2024-07-13,NULL,Active,ALT / English Teacher,20,Monthly,0,0,Initial Assignment
ASG000826,DUD100528,CLI0202,2024-04-10,2024-07-25,Renewed,Experienced Teacher,88,Annual,0,0,Initial Assignment
ASG000827,DUD100529,CLI0057,2022-02-24,2023-05-01,Renewed,ALT / English Teacher,91,Monthly,0,0,Staffing Demand
ASG000828,DUD100529,CLI0258,2023-05-27,NULL,Active,Senior Teacher,19,Annual,0,0,Replacement
ASG000829,DUD100530,CLI0067,2024-07-15,2025-07-28,Ended,Experienced Teacher,17,Six-Month,0,0,Staffing Demand
ASG000830,DUD100530,CLI0189,2025-08-21,2025-12-14,Ended,ALT / English Teacher,120,Monthly,0,0,Transfer
ASG000831,DUD100530,CLI0245,2026-01-11,NULL,Active,ALT / English Teacher,115,Three-Month,0,0,Staffing Demand
ASG000832,DUD100531,CLI0288,2025-01-17,2026-05-14,Transferred,ALT / English Teacher,39,Monthly,0,0,Initial Assignment
ASG000833,DUD100532,CLI0272,2023-12-26,2025-02-18,Renewed,ALT / English Teacher,36,Annual,0,0,Transfer
ASG000834,DUD100532,CLI0094,2025-03-15,2026-04-29,Ended,Senior Teacher,90,Monthly,0,0,Staffing Demand
ASG000835,DUD100532,CLI0234,2026-05-03,2026-09-06,Renewed,ALT / English Teacher,80,Annual,0,0,Staffing Demand
ASG000836,DUD100533,CLI0217,2022-04-21,NULL,Active,Trainer,115,Monthly,0,0,Initial Assignment
ASG000837,DUD100534,CLI0296,2021-01-06,2021-07-08,Transferred,Experienced Teacher,81,Annual,0,0,Transfer
ASG000838,DUD100534,CLI0194,2021-07-16,NULL,Active,Experienced Teacher,95,Monthly,0,0,Replacement
ASG000839,DUD100535,CLI0149,2021-12-13,2022-11-26,Completed,ALT / English Teacher,110,Three-Month,0,0,Transfer
ASG000840,DUD100535,CLI0286,2022-11-27,NULL,Active,Experienced Teacher,75,Three-Month,0,0,Staffing Demand
ASG000841,DUD100536,CLI0197,2022-12-08,NULL,Active,ALT / English Teacher,72,Monthly,0,0,Replacement
ASG000842,DUD100537,CLI0052,2022-08-13,NULL,Active,ALT / English Teacher,94,Three-Month,0,0,Client Request
ASG000843,DUD100538,CLI0172,2024-01-16,2024-09-24,Ended,Experienced Teacher,87,Six-Month,0,0,Initial Assignment
ASG000844,DUD100538,CLI0258,2024-10-01,2025-04-02,Transferred,ALT / English Teacher,92,Six-Month,0,0,Initial Assignment
ASG000845,DUD100538,CLI0007,2025-04-03,NULL,Active,Experienced Teacher,97,Three-Month,0,0,Initial Assignment
ASG000846,DUD100539,CLI0142,2022-06-03,2023-03-02,Renewed,ALT / English Teacher,117,Annual,0,0,Staffing Demand
ASG000847,DUD100539,CLI0246,2023-03-12,NULL,Active,ALT / English Teacher,87,Three-Month,0,0,Initial Assignment
ASG000848,DUD100540,CLI0215,2022-04-29,2023-10-11,Transferred,Experienced Teacher,51,Annual,0,0,Client Request
ASG000849,DUD100541,CLI0152,2022-08-12,2023-02-08,Transferred,Trainer,57,Three-Month,0,0,Staffing Demand
ASG000850,DUD100541,CLI0093,2023-02-16,NULL,Active,Experienced Teacher,30,Monthly,0,0,Initial Assignment
ASG000851,DUD100542,CLI0009,2024-03-26,2025-08-18,Renewed,ALT / English Teacher,97,Six-Month,0,0,Transfer
ASG000852,DUD100542,CLI0088,2025-08-30,2026-07-17,Ended,ALT / English Teacher,101,Three-Month,0,0,Staffing Demand
ASG000853,DUD100543,CLI0078,2025-02-06,2025-06-16,Ended,ALT / English Teacher,64,Monthly,0,0,Client Request
ASG000854,DUD100544,CLI0125,2022-09-02,NULL,Active,ALT / English Teacher,37,Six-Month,0,0,Client Request
ASG000855,DUD100545,CLI0011,2025-08-05,2026-11-10,Ended,ALT / English Teacher,19,Three-Month,0,0,Client Request
ASG000856,DUD100545,CLI0138,2026-11-11,2027-02-09,Transferred,ALT / English Teacher,93,Annual,0,0,Replacement
ASG000857,DUD100546,CLI0159,2024-07-20,NULL,Active,Experienced Teacher,103,Six-Month,0,0,Client Request
ASG000858,DUD100547,CLI0249,2022-02-12,NULL,Active,Trainer,74,Monthly,0,0,Transfer
ASG000859,DUD100548,CLI0041,2024-02-15,2024-12-14,Renewed,Experienced Teacher,54,Annual,0,0,Transfer
ASG000860,DUD100549,CLI0078,2025-12-10,NULL,Active,ALT / English Teacher,113,Six-Month,0,0,Initial Assignment
ASG000861,DUD100550,CLI0185,2022-04-25,NULL,Active,ALT / English Teacher,35,Three-Month,0,0,Transfer
ASG000862,DUD100551,CLI0204,2023-10-22,2025-03-30,Transferred,ALT / English Teacher,90,Three-Month,0,0,Staffing Demand
ASG000863,DUD100551,CLI0071,2025-04-29,2026-03-19,Transferred,ALT / English Teacher,64,Six-Month,0,0,Client Request
ASG000864,DUD100552,CLI0012,2024-12-28,NULL,Active,Experienced Teacher,99,Six-Month,0,0,Replacement
ASG000865,DUD100553,CLI0047,2022-08-16,2023-11-23,Transferred,Senior Teacher,65,Monthly,0,0,Transfer
ASG000866,DUD100554,CLI0180,2022-04-27,NULL,Active,Experienced Teacher,111,Annual,0,0,Transfer
ASG000867,DUD100555,CLI0056,2025-02-06,2026-02-09,Ended,ALT / English Teacher,109,Three-Month,0,0,Initial Assignment
ASG000868,DUD100555,CLI0005,2026-02-21,2027-02-01,Transferred,ALT / English Teacher,50,Annual,0,0,Staffing Demand
ASG000869,DUD100556,CLI0151,2024-07-27,2025-03-20,Completed,ALT / English Teacher,94,Annual,0,0,Staffing Demand
ASG000870,DUD100556,CLI0023,2025-04-03,2025-10-23,Renewed,ALT / English Teacher,113,Monthly,0,0,Replacement
ASG000871,DUD100557,CLI0222,2021-03-12,2022-01-23,Renewed,ALT / English Teacher,18,Monthly,0,0,Client Request
ASG000872,DUD100557,CLI0119,2022-02-02,2023-04-21,Ended,ALT / English Teacher,60,Six-Month,0,0,Client Request
ASG000873,DUD100558,CLI0030,2022-01-12,2023-02-17,Completed,Experienced Teacher,92,Monthly,0,0,Transfer
ASG000874,DUD100558,CLI0179,2023-02-21,NULL,Active,Trainer,24,Monthly,0,0,Transfer
ASG000875,DUD100559,CLI0172,2026-02-05,2026-07-05,Completed,ALT / English Teacher,36,Three-Month,0,0,Transfer
ASG000876,DUD100559,CLI0004,2026-08-03,2027-09-15,Renewed,Experienced Teacher,105,Three-Month,0,0,Staffing Demand
ASG000877,DUD100559,CLI0145,2027-10-07,2028-03-07,Renewed,ALT / English Teacher,115,Monthly,0,0,Replacement
ASG000878,DUD100560,CLI0234,2023-08-10,2025-01-11,Renewed,Experienced Teacher,32,Six-Month,0,0,Initial Assignment
ASG000879,DUD100560,CLI0089,2025-01-14,2026-05-10,Transferred,ALT / English Teacher,89,Monthly,0,0,Initial Assignment
ASG000880,DUD100561,CLI0264,2023-03-18,2023-07-07,Ended,ALT / English Teacher,94,Annual,0,0,Replacement
ASG000881,DUD100562,CLI0084,2022-09-08,2023-07-06,Transferred,Experienced Teacher,15,Three-Month,0,0,Initial Assignment
ASG000882,DUD100562,CLI0163,2023-07-23,NULL,Active,Senior Teacher,74,Three-Month,0,0,Staffing Demand
ASG000883,DUD100563,CLI0112,2023-11-17,NULL,Active,Experienced Teacher,86,Monthly,0,0,Client Request
ASG000884,DUD100564,CLI0168,2022-10-16,2024-03-19,Completed,Trainer,96,Six-Month,0,0,Staffing Demand
ASG000885,DUD100564,CLI0118,2024-03-21,NULL,Active,ALT / English Teacher,93,Annual,0,0,Staffing Demand
ASG000886,DUD100565,CLI0103,2024-09-22,NULL,Active,Experienced Teacher,58,Monthly,0,0,Staffing Demand
ASG000887,DUD100566,CLI0178,2022-07-13,2023-09-29,Renewed,Experienced Teacher,89,Annual,0,0,Initial Assignment
ASG000888,DUD100567,CLI0127,2024-04-24,2025-02-27,Renewed,Experienced Teacher,75,Annual,0,0,Staffing Demand
ASG000889,DUD100567,CLI0044,2025-03-27,NULL,Active,ALT / English Teacher,17,Annual,0,0,Client Request
ASG000890,DUD100568,CLI0003,2024-05-14,NULL,Active,Trainer,62,Six-Month,0,0,Transfer
ASG000891,DUD100569,CLI0089,2024-08-28,NULL,Active,ALT / English Teacher,80,Six-Month,0,0,Initial Assignment
ASG000892,DUD100570,CLI0124,2023-03-21,2023-07-02,Renewed,Senior Teacher,93,Three-Month,0,0,Staffing Demand
ASG000893,DUD100571,CLI0157,2022-11-30,2024-01-24,Transferred,ALT / English Teacher,27,Six-Month,0,0,Initial Assignment
ASG000894,DUD100571,CLI0150,2024-01-29,NULL,Active,Senior Teacher,95,Three-Month,0,0,Replacement
ASG000895,DUD100572,CLI0062,2021-06-08,2022-11-06,Renewed,Experienced Teacher,52,Three-Month,0,0,Initial Assignment
ASG000896,DUD100572,CLI0013,2022-11-25,NULL,Active,ALT / English Teacher,39,Monthly,0,0,Initial Assignment
ASG000897,DUD100573,CLI0082,2024-06-27,2025-04-29,Ended,Senior Teacher,37,Annual,0,0,Client Request
ASG000898,DUD100573,CLI0292,2025-05-20,NULL,Active,Experienced Teacher,44,Annual,0,0,Staffing Demand
ASG000899,DUD100574,CLI0248,2022-03-05,2023-02-18,Renewed,Senior Teacher,24,Annual,0,0,Transfer
ASG000900,DUD100574,CLI0124,2023-03-03,NULL,Active,ALT / English Teacher,52,Three-Month,0,0,Initial Assignment
ASG000901,DUD100575,CLI0021,2023-11-02,2024-02-20,Renewed,Senior Teacher,49,Three-Month,0,0,Transfer
ASG000902,DUD100575,CLI0165,2024-03-07,NULL,Active,ALT / English Teacher,95,Three-Month,0,0,Initial Assignment
ASG000903,DUD100576,CLI0150,2025-11-29,2026-03-21,Renewed,ALT / English Teacher,30,Three-Month,0,0,Replacement
ASG000904,DUD100576,CLI0065,2026-04-03,2026-09-08,Ended,Senior Teacher,32,Three-Month,0,0,Replacement
ASG000905,DUD100577,CLI0274,2024-12-19,2025-12-20,Renewed,Experienced Teacher,73,Monthly,0,0,Client Request
ASG000906,DUD100578,CLI0039,2023-07-03,NULL,Active,ALT / English Teacher,50,Three-Month,0,0,Initial Assignment
ASG000907,DUD100579,CLI0264,2026-03-05,2027-04-19,Completed,ALT / English Teacher,47,Three-Month,0,0,Initial Assignment
ASG000908,DUD100580,CLI0232,2024-03-16,NULL,Active,ALT / English Teacher,113,Annual,0,0,Staffing Demand
ASG000909,DUD100581,CLI0124,2022-02-12,NULL,Active,ALT / English Teacher,81,Monthly,0,0,Client Request
ASG000910,DUD100582,CLI0275,2023-04-10,2024-08-19,Transferred,ALT / English Teacher,61,Six-Month,0,0,Transfer
ASG000911,DUD100582,CLI0087,2024-09-01,NULL,Active,ALT / English Teacher,104,Six-Month,0,0,Staffing Demand
ASG000912,DUD100583,CLI0279,2024-01-30,2024-05-31,Transferred,Experienced Teacher,61,Three-Month,0,0,Staffing Demand
ASG000913,DUD100583,CLI0263,2024-06-12,NULL,Active,ALT / English Teacher,86,Monthly,0,0,Transfer
ASG000914,DUD100584,CLI0164,2021-12-13,2022-04-10,Renewed,Senior Teacher,23,Annual,0,0,Initial Assignment
ASG000915,DUD100584,CLI0091,2022-05-08,2023-06-24,Ended,ALT / English Teacher,83,Monthly,0,0,Transfer
ASG000916,DUD100585,CLI0059,2024-12-11,NULL,Active,ALT / English Teacher,96,Six-Month,0,0,Initial Assignment
